Windrichtung_Stundenmittel_Forecast,Windrichtung_Stundenmittel_WeatherStation,Windgeschwindigkeit_Stundenmittel_Forecast,Windgeschwindigkeit_Stundenmittel_WeatherStation,RelativeLuftfeuchte_2m_Forecast,RelativeLuftfeuchte_2m_WeatherStation,Lufttemperatur_2m_Forecast,Lufttemperatur_2m_WeatherStation
1.20027,1.09242,0.00929453,0.369138,0.377138,0.827105,-0.937998,-0.85339
1.22776,1.09242,0.0600148,0.0477427,0.405381,0.914079,-0.935318,-0.870574
1.27264,1.20501,-0.0522742,-0.127564,0.478016,0.827105,-0.940009,-0.819022
1.31753,1.43019,-0.16456,-0.0106928,0.550651,0.479211,-0.944702,-0.68155
1.35458,1.3176,-0.357908,0.398356,0.720133,0.131317,-0.958105,-0.526894
1.34676,1.54278,-0.438966,0.164614,0.81698,-0.390524,-0.96682,-0.337871
1.33894,1.54278,-0.520024,0.135396,0.913827,-0.390524,-0.975532,-0.286319
1.35413,1.43019,-0.620632,-0.215217,0.954176,-0.129603,-0.980895,-0.389423
1.38452,1.20501,-0.821847,-0.30287,1.03489,0.131317,-0.991618,-0.561262
1.36128,1.20501,-0.866392,-0.185999,0.909796,0.392238,-0.978884,-0.68155
1.33802,1.3176,-0.910936,-0.478177,0.784694,0.827105,-0.966148,-0.801838
1.31478,1.3176,-0.95548,-0.448959,0.659604,1.08803,-0.953414,-0.904942
1.49987,1.3176,-0.96167,-0.595048,0.377138,1.175,-0.935987,-0.956494
1.59242,1.54278,-0.964764,-0.624266,0.235899,1.26197,-0.927275,-0.973678
0.47853,1.76796,-1.11289,-0.945661,0.256079,1.34895,-0.952745,-1.0596
-0.635363,-2.1727,-1.26101,-1.03331,0.276248,1.43592,-0.978213,-1.12833
-1.69305,-1.72234,-1.5386,-1.32549,0.288354,1.34895,-0.994298,-1.36891
-1.63684,1.76796,-1.66806,-1.1794,0.280291,1.34895,-0.984916,-1.21425
-1.58063,1.76796,-1.79752,-1.09175,0.272216,1.26197,-0.975532,-1.21425
-1.45442,-1.72234,-1.7164,-1.26706,0.227824,1.43592,-0.978213,-1.36891
-1.202,-1.15938,-1.55417,-1.20862,0.139052,1.43592,-0.983575,-1.64385
-1.09218,-1.15938,-1.45835,-1.12097,0.219762,1.43592,-0.994298,-1.66104
-0.982358,-0.934204,-1.36253,-1.15019,0.300459,0.827105,-1.00502,-1.24862
-0.87253,-1.04679,-1.26671,-1.47158,0.381169,-0.04263,-1.01575,-0.629998
-0.92738,-0.821613,-1.24036,-1.09175,0.308534,-1.43421,-0.935318,-0.200399
-0.9548,-0.934204,-1.22719,-0.887225,0.272216,-1.52118,-0.895103,0.00580869
-1.01113,-1.04679,-1.17553,-0.82879,-0.0425359,-2.21697,-0.83344,0.0917285
-1.06747,-1.15938,-1.12387,-0.595048,-0.357288,-2.04302,-0.771779,0.00580869
-1.1404,-1.27197,-0.804281,-0.127564,-0.684146,-2.04302,-0.7195,-0.148847
-1.15698,-1.27197,-0.536345,-0.273653,-0.696252,-1.69513,-0.728882,-0.475342
-1.17358,-1.38456,-0.268408,-0.332088,-0.708358,-0.390524,-0.738266,-0.904942
-1.16105,-1.38456,-0.0980481,-0.390524,-0.764856,0.131317,-0.856899,-1.11115
-1.13601,-1.15938,0.242671,-0.244435,-0.87784,0.740132,-1.09417,-1.42046
-1.10166,-1.15938,0.231725,-0.419741,-0.458166,0.827105,-1.1451,-1.55793
-1.06731,-1.15938,0.220775,-0.858008,-0.0385046,0.914079,-1.19604,-1.64385
-1.03296,-1.15938,0.20983,-0.799572,0.381169,1.00105,-1.24698,-1.67822
-1.04204,-1.27197,0.284185,-1.06253,0.243973,1.08803,-1.38773,-1.83288
-1.04658,-1.27197,0.321362,-0.945661,0.17537,1.08803,-1.45811,-1.78132
-1.08377,-1.27197,0.333905,-0.945661,0.130977,1.175,-1.52044,-1.71259
-1.12096,-1.27197,0.346446,-0.82879,0.0865973,1.08803,-1.58277,-1.81569
-1.17101,-1.27197,0.386348,-1.03331,0.0623856,0.218291,-1.62969,-1.62667
-1.18388,-1.27197,0.413709,-0.945661,0.0825539,0.131317,-1.61427,-1.55793
-1.19675,-1.15938,0.44107,-0.448959,0.102734,-0.912365,-1.59886,-1.23144
-1.21469,-1.15938,0.385318,0.310702,-0.163594,-1.43421,-1.53854,-1.09397
-1.25058,-1.15938,0.273817,0.310702,-0.696252,-2.12999,-1.41789,-0.647182
-1.26871,-1.15938,0.356131,0.0769604,-0.837491,-2.12999,-1.35757,-0.561262
-1.28684,-1.27197,0.438443,0.193831,-0.978718,-1.60815,-1.29725,-0.612814
-1.30496,-1.38456,0.520758,0.281485,-1.11996,-1.26026,-1.23693,-0.750286
-1.31131,-1.38456,0.582815,0.135396,-0.87784,-0.738418,-1.20878,-0.870574
-1.31448,-1.38456,0.613856,-0.156782,-0.756782,-0.477498,-1.1947,-1.0596
-1.31935,-1.38456,0.506467,-0.507395,-0.555013,-0.216577,-1.20744,-1.21425
-1.32422,-1.60975,0.399081,-0.858008,-0.353257,0.131317,-1.22017,-1.17989
-1.41685,-1.49716,0.304641,-0.770354,0.054311,-0.477498,-1.25636,-1.33454
-1.50461,-1.72234,0.317587,-0.682701,0.260111,-0.04263,-1.27982,-1.40328
-1.59237,-1.72234,0.330533,-0.682701,0.46591,0.305264,-1.30328,-1.38609
-1.61328,-1.83493,0.297914,-0.448959,0.3852,0.392238,-1.28116,-1.36891
-1.65511,-1.72234,0.232674,-0.536612,0.223793,0.392238,-1.23693,-1.36891
-1.66082,-1.72234,0.321444,-0.448959,0.3852,0.392238,-1.2195,-1.26581
-1.66654,-1.72234,0.410212,-0.332088,0.54662,0.218291,-1.20208,-1.42046
-1.67226,-1.72234,0.498982,-0.390524,0.708027,0.131317,-1.18465,-1.42046
-1.66033,-1.72234,0.587306,-0.0691283,0.7968,-0.129603,-1.16186,-1.26581
-1.65436,-1.60975,0.631488,0.0185249,0.841192,-0.216577,-1.15047,-1.07678
-1.65896,-1.60975,0.596618,0.164614,0.752419,-0.390524,-1.11829,-0.973678
-1.66356,-1.60975,0.561753,-0.0691283,0.663635,-0.564471,-1.08612,-0.870574
-1.6973,-1.60975,0.631018,0.0769604,0.550651,-0.825392,-1.04122,-0.715918
-1.72644,-1.60975,0.735175,-0.0983461,0.526439,-0.825392,-1.02848,-0.68155
-1.75557,-1.60975,0.839314,0.0769604,0.502228,-0.999339,-1.01575,-0.647182
-1.7192,-1.60975,0.882168,-0.127564,0.542577,-0.825392,-1.00905,-0.629998
-1.64646,-1.49716,0.967897,-0.156782,0.623286,-0.651445,-0.99564,-0.76747
-1.59607,-1.49716,1.0176,-0.215217,0.510302,-0.477498,-1.01508,-0.85339
-1.54568,-1.49716,1.06729,-0.419741,0.397306,-0.129603,-1.03451,-1.00805
-1.49529,-1.49716,1.11698,-0.127564,0.284322,-0.651445,-1.05395,-0.956494
-1.5633,-1.72234,0.59073,-0.536612,0.776631,0.479211,-1.10489,-1.24862
-1.59731,-1.72234,0.327625,-0.419741,1.02278,0.392238,-1.13036,-1.17989
-1.5723,-1.60975,0.399229,-0.507395,0.921902,0.131317,-1.11896,-1.07678
-1.54729,-1.60975,0.470835,-0.624266,0.821011,0.0443435,-1.10757,-0.990862
-1.49663,-1.49716,0.586375,-0.361306,0.752419,0.305264,-1.08813,-1.00805
-1.47098,-1.49716,0.630333,-0.273653,0.784694,0.392238,-1.08009,-1.02523
-1.44534,-1.38456,0.674263,-0.0399106,0.81698,0.566185,-1.07205,-1.02523
-1.43196,-1.38456,0.616448,0.164614,0.788737,0.566185,-1.07138,-1.00805
-1.4052,-1.38456,0.500816,0.310702,0.732239,0.131317,-1.07004,-0.870574
-1.42202,-1.38456,0.323227,0.369138,0.679784,-0.30355,-1.02513,-0.68155
-1.43885,-1.38456,0.145636,0.427573,0.627318,-0.390524,-0.980223,-0.629998
-1.45567,-1.49716,-0.0319548,0.164614,0.574863,-0.30355,-0.935318,-0.629998
-1.44765,-1.38456,0.0889422,0.310702,0.478016,-0.390524,-0.935318,-0.561262
-1.44364,-1.38456,0.14939,0.427573,0.429593,-0.30355,-0.935318,-0.629998
-1.45099,-1.38456,0.203499,0.33992,0.461879,-0.216577,-0.928616,-0.647182
-1.45835,-1.38456,0.25761,0.398356,0.494153,-0.129603,-0.921912,-0.68155
-1.40702,-1.38456,0.359908,0.0477427,0.542577,0.479211,-0.91521,-0.836206
-1.34834,-1.38456,0.408094,-0.0691283,0.558726,0.566185,-0.91521,-0.836206
-1.28966,-1.38456,0.456282,-0.0691283,0.574863,0.566185,-0.91521,-0.801838
-1.31125,-1.27197,0.348128,-0.0399106,0.740314,0.479211,-0.94135,-0.784654
-1.35442,-1.38456,0.131817,0.106178,1.0712,0.392238,-0.993629,-0.76747
-1.33176,-1.38456,0.342442,0.0769604,1.01471,0.479211,-0.980895,-0.870574
-1.3091,-1.38456,0.553071,-0.0106928,0.958219,0.479211,-0.968159,-0.922126
-1.28643,-1.27197,0.763693,-0.244435,0.901721,0.653158,-0.955425,-0.990862
-1.23622,-1.38456,0.732382,-0.682701,0.94207,0.914079,-0.94202,-1.09397
-1.21111,-1.38456,0.716706,-0.624266,0.96225,0.566185,-0.935318,-0.836206
-1.20437,-1.38456,0.651368,-0.244435,0.96225,0.479211,-0.94135,-0.801838
-1.19764,-1.27197,0.586019,-0.156782,0.96225,0.479211,-0.947382,-0.76747
-1.19165,-1.27197,0.350259,0.369138,0.687847,-0.30355,-0.866953,-0.406607
-1.19239,-1.38456,0.179833,0.456791,0.413455,-0.738418,-0.780492,-0.183215
-1.19315,-1.38456,0.00940946,0.573662,0.139052,-1.08631,-0.69403,0.00580869
-1.14281,-1.27197,-0.0496093,0.60288,0.0623856,-0.999339,-0.667221,0.00580869
-1.04213,-1.38456,-0.167645,0.106178,-0.0909593,-0.825392,-0.613601,0.00580869
-1.11723,-1.38456,0.00340881,0.252267,-0.0385046,-0.477498,-0.606899,-0.114479
-1.19233,-1.38456,0.174462,0.164614,0.0139622,-0.390524,-0.600196,-0.166031
-1.26743,-1.38456,0.345515,0.310702,0.0664168,-0.216577,-0.593494,-0.303503
-1.27481,-1.15938,0.497383,0.0185249,0.139052,-0.477498,-0.606899,-0.303503
-1.2785,-1.15938,0.573318,-0.0399106,0.17537,-0.390524,-0.613601,-0.337871
-1.25414,-1.15938,0.415278,-0.185999,0.272216,-0.30355,-0.661859,-0.372239
-1.22978,-1.27197,0.257237,-0.419741,0.369063,-0.129603,-0.710116,-0.423791
-1.16264,-1.27197,0.0869812,-0.448959,0.574863,0.218291,-0.790545,-0.612814
-1.11985,-1.15938,0.0747606,-0.419741,0.683816,0.479211,-0.822717,-0.698734
-1.07706,-1.15938,0.0625431,-0.653483,0.792768,0.653158,-0.854889,-0.819022
-1.03803,-1.27197,-0.0493902,-0.711919,0.865403,0.740132,-0.868294,-0.887758
-0.95994,-1.15938,-0.273258,-0.595048,1.01067,0.827105,-0.895103,-0.973678
-0.957556,-1.15938,-0.391116,-0.624266,1.01471,0.653158,-0.901805,-0.870574
-0.955174,-1.04679,-0.508973,-0.741137,1.01875,0.131317,-0.908509,-0.475342
-0.952787,-0.934204,-0.62683,-0.478177,1.02278,-0.390524,-0.91521,-0.320687
-1.05171,-0.934204,-0.803517,-0.273653,0.570832,-1.52118,-0.727543,0.280752
-1.10116,-1.04679,-0.89186,-0.595048,0.344852,-1.69513,-0.633708,0.435408
-1.15851,-1.27197,-0.87308,-0.595048,0.0987032,-1.95605,-0.539874,0.57288
-1.21588,-1.15938,-0.8543,-0.507395,-0.147457,-2.12999,-0.446041,0.624432
-1.27944,-1.38456,-0.750238,-0.244435,-0.413786,-1.17329,-0.318694,0.349488
-1.28565,-1.38456,-0.66496,-0.390524,-0.433955,-0.564471,-0.285183,0.0401766
-1.29186,-1.49716,-0.579678,-0.682701,-0.454135,0.0443435,-0.25167,-0.251951
-1.30717,-1.38456,-0.48893,-0.82879,-0.25641,0.218291,-0.298586,-0.458159
-1.33778,-1.38456,-0.307435,-0.945661,0.139052,0.392238,-0.392421,-0.526894
-1.27849,-1.27197,-0.583061,-0.974879,0.199581,0.566185,-0.419902,-0.698734
-1.2192,-1.38456,-0.858687,-0.887225,0.260111,0.827105,-0.44738,-0.85339
-1.1599,-1.27197,-1.13431,-0.916443,0.32064,0.914079,-0.474861,-0.904942
-1.06628,-1.27197,-1.17901,-0.682701,0.409412,0.827105,-0.500331,-0.956494
-1.01947,-1.15938,-1.20136,-0.82879,0.453804,0.827105,-0.513065,-0.956494
-1.01331,-1.04679,-1.22831,-0.82879,0.473985,0.740132,-0.546578,-0.973678
-1.00717,-0.934204,-1.25526,-1.0041,0.494153,0.653158,-0.580088,-0.973678
-1.01697,-1.04679,-1.24241,-0.945661,0.498196,0.479211,-0.653816,-0.956494
-1.03292,-1.04679,-1.20262,-1.09175,0.482047,-0.477498,-0.69403,-0.355055
-1.04888,-0.934204,-1.16282,-0.770354,0.46591,-1.34723,-0.734245,-0.0285592
-1.08442,-0.934204,-1.29461,-0.682701,0.348883,-1.60815,-0.700732,0.126096
-1.1555,-1.04679,-1.55819,-0.945661,0.11484,-2.04302,-0.633708,0.349488
-1.4978,-1.27197,-1.58715,-1.09175,-0.0223554,-1.34723,-0.600196,0.14328
-1.8401,0.867241,-1.61611,-0.887225,-0.159563,-1.26026,-0.566685,0.177648
-2.1824,1.09242,-1.64507,-0.916443,-0.296759,-1.26026,-0.533172,0.108913
-2.254,1.54278,-1.15662,-0.858008,-0.65186,-0.129603,-0.479552,-0.166031
-2.2898,1.65537,-0.912394,-0.887225,-0.829417,0.566185,-0.452743,-0.372239
-1.95365,-1.83493,-0.919963,-1.03331,-0.692221,0.0443435,-0.431966,-0.303503
-1.6175,-1.72234,-0.927533,-1.03331,-0.555013,0.218291,-0.411187,-0.458159
-1.36543,-1.49716,-1.03752,-1.03331,-0.30079,0.131317,-0.437998,-0.629998
-1.44949,-1.49716,-1.13993,-1.0041,-0.183775,0.131317,-0.485584,-0.68155
-1.53356,-1.38456,-1.24235,-0.945661,-0.0667476,0.305264,-0.533172,-0.85339
-1.54755,-1.38456,-1.21883,-0.858008,-0.127277,0.305264,-0.553279,-0.904942
-1.57553,-1.60975,-1.17179,-1.0041,-0.248335,0.653158,-0.593494,-0.922126
-1.56436,-1.49716,-1.09234,-0.916443,-0.361319,0.740132,-0.620303,-1.09397
-1.55319,-1.38456,-1.01288,-0.916443,-0.474316,0.305264,-0.647114,-1.23144
-1.54202,-1.49716,-0.933424,-1.23784,-0.587299,0.653158,-0.673923,-1.31736
-1.44938,-1.38456,-0.930113,-1.03331,-0.700283,-0.564471,-0.753011,-0.836206
-1.40306,-1.27197,-0.928457,-0.974879,-0.756782,-1.7821,-0.792556,-0.406607
-1.51426,-1.04679,-1.11019,-0.682701,-0.833448,-2.73881,-0.753011,0.00580869
-1.62546,-0.821613,-1.29191,-1.06253,-0.910126,-3.60854,-0.713468,0.280752
-1.92319,1.3176,-1.27125,-0.858008,-1.01504,-1.86907,-0.660517,-0.0457432
-2.10971,1.3176,-1.06885,-0.770354,-1.04329,-0.912365,-0.647114,-0.0457432
-2.29623,1.43019,-0.866455,-0.82879,-1.07153,-0.999339,-0.633708,-0.114479
-2.27887,1.3176,-0.757433,-0.711919,-0.833448,-0.477498,-0.660517,-0.148847
-2.24415,1.54278,-0.539389,-1.09175,-0.357288,0.653158,-0.714138,-0.578446
-2.22433,1.65537,-0.580779,-1.0041,-0.320971,1.00105,-0.720839,-0.68155
-2.20452,1.76796,-0.622171,-0.974879,-0.284653,1.08803,-0.727543,-0.784654
-2.1847,1.65537,-0.663563,-0.974879,-0.248335,0.827105,-0.734245,-0.836206
-2.25141,1.65537,-0.67901,-0.82879,-0.216049,1.00105,-0.787865,-0.887758
-2.28477,1.65537,-0.686734,-0.624266,-0.199912,1.26197,-0.814674,-0.904942
-2.27949,1.76796,-0.715099,-0.595048,0.0865973,1.43592,-0.841483,-1.00805
-2.27421,1.76796,-0.743468,-0.653483,0.373095,1.43592,-0.868294,-1.09397
-0.968349,1.54278,-0.857009,-0.156782,0.7968,1.34895,-0.91521,-1.04241
0.332245,1.65537,-0.942183,-0.332088,0.934007,1.175,-0.935318,-1.04241
1.63284,1.54278,-1.02736,-0.536612,1.0712,1.175,-0.955425,-1.07678
1.55626,1.54278,-1.03501,-0.507395,1.11155,1.00105,-0.968831,-1.02523
1.4031,1.43019,-1.05031,-0.332088,1.19226,0.218291,-0.99564,-0.819022
1.28423,1.3176,-1.11107,-0.536612,1.18823,0.0443435,-1.00234,-0.870574
1.16535,1.20501,-1.17183,-0.741137,1.18419,-0.30355,-1.00905,-0.68155
1.04649,0.979831,-1.23259,-0.858008,1.18016,-0.30355,-1.01575,-0.715918
0.933902,0.867241,-0.870418,-0.56583,1.17208,-0.477498,-1.00234,-0.733102
0.877603,0.867241,-0.689333,-0.478177,1.16805,-0.390524,-0.99564,-0.819022
0.78949,0.867241,-0.629407,-0.507395,1.09138,-0.216577,-0.975532,-0.819022
0.701367,0.754651,-0.569484,-0.0983461,1.01471,-0.216577,-0.955425,-0.870574
0.551639,0.52947,-0.295539,-0.0106928,0.978387,-0.04263,-0.928616,-0.836206
0.490022,0.64206,-0.0815221,0.252267,1.01875,0.0443435,-0.921912,-0.836206
0.428412,0.52947,0.132497,0.398356,1.0591,0.131317,-0.91521,-0.85339
0.421147,0.41688,0.339331,0.486009,1.2084,1.175,-0.955425,-0.93931
0.406628,0.41688,0.752997,0.982711,1.50701,1.34895,-1.03585,-0.870574
0.656391,0.41688,0.476987,1.01193,1.58772,1.34895,-1.00905,-0.836206
0.906164,0.41688,0.200976,0.632098,1.66842,1.34895,-0.982234,-0.784654
1.15593,1.3176,-0.075032,0.427573,1.74913,0.827105,-0.955425,-0.956494
1.19224,1.20501,-0.528112,-0.332088,1.49894,1.175,-0.928616,-0.870574
1.21041,1.20501,-0.754651,-0.711919,1.37385,1.34895,-0.91521,-0.85339
0.052713,1.20501,-0.947995,-0.478177,1.34964,1.175,-0.921912,-0.733102
-1.10497,1.54278,-1.14134,-0.127564,1.32543,0.827105,-0.928616,-0.647182
-0.93342,-2.1727,-0.945245,0.0185249,1.277,0.827105,-0.94202,-0.85339
0.395836,1.76796,-0.555804,-0.127564,1.25279,0.827105,-0.948723,-0.784654
1.72508,-2.06011,-0.166364,-0.127564,1.22858,1.00105,-0.955425,-0.698734
0.507611,-1.60975,0.244904,-0.361306,0.994537,1.00105,-0.935318,-0.76747
-1.92733,-1.83493,1.06744,1.33332,0.526439,0.653158,-0.895103,-0.870574
-1.89663,-1.83493,1.23819,1.15802,0.490122,0.653158,-0.968831,-0.922126
-1.86593,-1.83493,1.40893,1.18723,0.453804,0.479211,-1.04256,-0.956494
-1.83523,-1.49716,1.57966,0.924275,0.417487,0.392238,-1.11628,-1.09397
-1.62174,-1.49716,1.23287,0.281485,0.126946,0.305264,-1.1699,-1.21425
-1.515,-1.60975,1.05948,0.0185249,-0.0183242,0.218291,-1.19671,-1.21425
-1.49145,-1.49716,0.898108,-0.127564,-0.345182,-0.129603,-1.29859,-1.21425
-1.46791,-1.60975,0.736737,-0.244435,-0.672041,-0.30355,-1.40047,-1.24862
-1.41418,-1.49716,0.42473,-0.56583,-1.22488,-0.390524,-1.52781,-1.35172
-1.38401,-1.38456,0.274081,-0.478177,-1.45085,-1.43421,-1.55328,-1.40328
-1.35383,-1.38456,0.123433,-0.799572,-1.67683,-0.825392,-1.57875,-1.45483
-1.26606,-1.27197,0.0382987,-0.945661,-1.75349,-0.825392,-1.61226,-1.66104
-1.09051,-1.38456,-0.131968,-1.1794,-1.90684,-0.564471,-1.67929,-1.81569
-1.02727,-1.38456,-0.266053,-1.38393,-2.10861,-1.08631,-1.68599,-1.66104
-0.964025,-1.27197,-0.40014,-1.06253,-2.31036,-1.43421,-1.69269,-1.4892
-0.900785,-1.04679,-0.534227,-1.0041,-2.51213,-2.73881,-1.69939,-1.31736
-0.882144,-0.821613,-1.01342,-0.799572,-2.96408,-2.82578,-1.63237,-1.1627
-0.872829,-0.483843,-1.25302,-0.916443,-3.19006,-3.0867,-1.59886,-1.02523
-0.966542,-0.483843,-1.39128,-0.887225,-3.40796,-2.91276,-1.53183,-0.990862
-1.06024,-0.371252,-1.52954,-0.945661,-3.62587,-2.82578,-1.46481,-0.93931
-1.06456,0.191699,-1.57954,-1.06253,-3.83167,-2.65184,-1.31736,-0.93931
-0.975145,-0.258662,-1.49128,-1.20862,-3.81956,-2.47789,-1.23693,-1.04241
-0.885737,-0.709023,-1.40301,-1.5008,-3.80746,-1.34723,-1.1565,-1.38609
-0.734787,-1.15938,-1.07384,-1.53002,-3.56937,-0.30355,-1.14309,-1.57512
-0.432882,-0.821613,-0.415497,-1.20862,-3.09321,-0.564471,-1.11628,-1.54075
-0.344779,-0.709023,-0.376195,-1.20862,-2.85513,-0.129603,-1.1699,-1.4892
-0.256678,-0.483843,-0.33689,-1.09175,-2.61705,-0.04263,-1.22352,-1.36891
-0.168569,-0.146072,-0.297586,-0.595048,-2.37897,-1.52118,-1.27714,-1.11115
-0.0385714,0.079109,-0.252781,-0.127564,-1.6849,-1.43421,-1.35757,-1.02523
0.0264222,0.079109,-0.23038,0.106178,-1.33786,-0.912365,-1.39779,-1.02523
0.0869644,0.191699,-0.258149,0.252267,-0.922232,-0.477498,-1.40449,-1.0596
0.147497,0.191699,-0.28592,0.252267,-0.50659,-0.30355,-1.41119,-1.07678
0.215593,0.191699,-0.305106,0.252267,0.11484,-0.390524,-1.39779,-0.93931
0.223146,0.191699,-0.296522,0.106178,0.32064,-0.30355,-1.37768,-0.887758
0.230703,0.191699,-0.28794,0.281485,0.526439,-0.390524,-1.35757,-0.801838
0.260716,0.30429,-0.345991,0.281485,0.433624,-0.477498,-1.25703,-0.647182
0.320744,0.30429,-0.462089,0.486009,0.248005,-0.477498,-1.05596,-0.578446
0.44517,0.41688,-0.500992,0.544444,0.3852,-0.651445,-1.04256,-0.68155
0.569588,0.52947,-0.539894,0.60288,0.522408,-0.564471,-1.02915,-0.784654
0.694017,0.41688,-0.578798,0.632098,0.659604,-0.390524,-1.01575,-0.784654
0.643758,0.64206,-0.576753,0.807404,0.61118,-0.564471,-1.02915,-0.733102
0.618637,0.64206,-0.575729,0.427573,0.586969,-0.390524,-1.03585,-0.76747
0.596908,0.64206,-0.598702,0.164614,0.760482,-0.04263,-1.04256,-0.784654
0.575176,0.52947,-0.621678,-0.127564,0.934007,-0.216577,-1.04926,-0.76747
0.529749,0.30429,-0.703692,-0.507395,0.929964,0.740132,-1.04993,-0.836206
0.506053,0.30429,-0.762733,-0.56583,0.752419,1.00105,-1.0439,-0.904942
0.482361,0.41688,-0.821775,-0.682701,0.574863,0.827105,-1.03786,-0.922126
0.415085,0.41688,-0.807392,-0.711919,0.69189,0.827105,-1.0573,-0.956494
0.280539,0.64206,-0.778624,-0.56583,0.925933,0.566185,-1.09618,-0.836206
0.252249,0.30429,-0.804889,-0.974879,0.94207,0.740132,-1.12969,-0.819022
0.223947,0.191699,-0.831154,-0.741137,0.958219,0.827105,-1.1632,-0.819022
0.195656,0.079109,-0.857419,-0.770354,0.974356,0.827105,-1.19671,-0.801838
0.0956796,-0.0334813,-0.817956,-0.419741,0.724164,0.653158,-1.19671,-0.76747
0.0456974,0.079109,-0.798225,-0.478177,0.599075,0.479211,-1.19671,-0.664366
0.0355083,0.30429,-0.991403,-0.56583,0.437667,0.0443435,-1.11628,-0.526894
0.0253029,0.30429,-1.18458,-0.419741,0.276248,-0.390524,-1.03585,-0.59563
-0.291415,0.191699,-1.46085,-0.536612,-0.00218706,-0.564471,-0.908509,-0.50971
-0.59795,0.079109,-1.54394,-0.448959,-0.119202,-0.999339,-0.86159,-0.355055
-0.904479,0.079109,-1.62703,-0.653483,-0.23623,-1.08631,-0.814674,-0.372239
-0.934966,-0.0334813,-1.42098,-0.945661,-0.466241,-0.825392,-0.781161,-0.423791
-0.995935,-0.483843,-1.00887,-1.38393,-0.926264,-0.129603,-0.714138,-0.561262
-0.958753,-0.596433,-0.993243,-1.38393,-0.910126,-0.390524,-0.714138,-0.578446
-0.921566,-0.596433,-0.977618,-1.38393,-0.893977,-0.390524,-0.714138,-0.544078
-0.884379,-0.934204,-0.96199,-1.41314,-0.87784,0.392238,-0.714138,-0.647182
-0.872108,-0.709023,-0.824592,-1.35471,-0.312896,-0.129603,-0.845505,-0.715918
-0.86598,-0.934204,-0.755892,-1.20862,-0.03043,0.0443435,-0.911189,-0.801838
-0.919591,-0.934204,-0.642104,-1.12097,-0.0627164,0.305264,-0.932637,-0.904942
-0.973203,-1.04679,-0.528314,-1.12097,-0.0949906,0.305264,-0.954084,-0.956494
-1.09576,-1.27197,-0.260912,-1.23784,-0.115171,0.566185,-0.988938,-1.09397
-1.1647,-1.15938,-0.107303,-1.09175,-0.103065,0.0443435,-1.00234,-0.93931
-1.23364,-1.27197,0.0463076,-0.974879,-0.0909593,-0.216577,-1.01575,-0.93931
-1.30973,-1.38456,-0.0879446,-0.682701,-0.0263988,-0.04263,-1.02915,-0.887758
-1.46192,-1.38456,-0.356453,-0.273653,0.102734,-0.04263,-1.05596,-0.750286
-1.46345,-1.49716,-0.286734,-0.741137,0.0704481,0.479211,-0.955425,-0.76747
-1.46498,-1.49716,-0.217017,-0.56583,0.0381739,0.392238,-0.854889,-0.68155
-1.46651,-1.49716,-0.147299,0.0769604,0.00588754,0.131317,-0.754352,-0.561262
-0.887845,-1.49716,-0.484233,0.310702,-0.30079,-0.216577,-0.47285,-0.355055
-0.598512,-1.38456,-0.652701,0.0769604,-0.454135,-0.30355,-0.332099,-0.217583
-0.219097,-1.38456,-0.695369,-0.185999,0.235899,-0.477498,-0.466148,-0.148847
0.160322,-1.27197,-0.738037,-0.0983461,0.925933,-0.30355,-0.600196,-0.269135
0.469498,-0.934204,-0.807652,-1.06253,1.77334,0.218291,-0.82808,-0.406607
0.399268,-0.371252,-0.8346,-1.1794,1.93072,0.653158,-0.921912,-0.492526
0.329027,0.30429,-0.861545,-0.595048,2.0881,1.175,-1.01575,-0.612814
0.465423,0.30429,-0.628824,-0.82879,1.79352,1.34895,-0.994298,-0.698734
0.738232,0.191699,-0.163379,-0.624266,1.20437,1.34895,-0.951404,-0.715918
0.836058,0.30429,-0.103082,-0.419741,0.986462,1.34895,-0.972852,-0.733102
0.933879,0.64206,-0.0427869,0.398356,0.768557,0.827105,-0.994298,-0.836206
1.03171,0.754651,0.0175091,0.252267,0.550651,0.479211,-1.01575,-0.887758
0.933202,0.867241,-0.434228,0.369138,0.252036,-0.04263,-1.02915,-0.922126
0.883954,0.867241,-0.660096,0.252267,0.102734,-0.30355,-1.03585,-0.85339
0.756774,0.754651,-0.642863,-0.185999,-0.0263988,-0.564471,-1.03585,-0.801838
0.62959,0.64206,-0.62563,-0.536612,-0.15552,-0.477498,-1.03585,-0.698734
0.445825,0.52947,-0.635846,-0.0399106,-0.421849,-0.564471,-1.02915,-0.475342
0.389244,0.41688,-0.663294,-0.0983461,-0.559057,-0.825392,-1.02245,-0.440975
0.332659,0.41688,-0.690744,-0.0106928,-0.696252,-1.95605,-1.01575,-0.389423
0.0879691,0.30429,-1.01007,-0.0691283,-0.60748,-1.95605,-0.968831,-0.355055
-0.401414,0.30429,-1.64872,-1.0041,-0.429923,-1.60815,-0.874996,-0.578446
-0.481582,-0.146072,-1.42869,-1.1794,-0.437998,-1.43421,-0.854889,-0.578446
-0.561757,-0.483843,-1.20865,-1.09175,-0.44606,-1.43421,-0.834781,-0.59563
-0.641932,-0.596433,-0.988613,-1.23784,-0.454135,-0.999339,-0.814674,-0.647182
-0.555593,0.079109,-0.53652,-0.711919,-0.203943,0.218291,-0.854889,-0.85339
