x,MOS_Multiple_Forecast,Lufttemperatur_2m_Forecast,Lufttemperatur_2m_WeatherStation
682,-1.0289592086,-1.09417,-0.819022
683,-1.1348331609,-1.20677,-0.990862
684,-0.7699394305,-0.818695,-0.819022
685,-0.5581905856,-0.593494,-0.578446
686,-0.6111275618,-0.649794,-0.698734
687,-0.626882659,-0.66655,-0.733102
688,-0.7472526923,-0.794567,-0.698734
689,-0.6073467522,-0.645773,-0.458159
690,-0.6571319567,-0.698721,-0.372239
691,-0.6943147759,-0.738266,-0.475342
692,-0.7648977242,-0.813333,-0.76747
693,-0.3149296658,-0.334779,-0.337871
694,-0.3161915027,-0.336121,-0.131663
695,-0.5745766013,-0.610921,-0.355055
696,-0.7781319682,-0.827408,-0.629998
697,-0.8380024659,-0.891082,-0.733102
698,-0.8720335135,-0.927275,-0.733102
699,-0.7913662123,-0.841483,-0.904942
700,-0.7283458235,-0.774459,-0.647182
701,-0.6747788691,-0.717489,-0.68155
702,-0.7163734164,-0.761726,-0.59563
703,-0.7056590852,-0.750331,-0.561262
704,-0.6590228316,-0.700732,-0.544078
705,-0.5852890519,-0.622314,-0.389423
706,-0.5733157046,-0.60958,-0.526894
707,-0.6508312341,-0.69202,-0.698734
708,-0.5871789866,-0.624324,-0.406607
709,-0.5903307582,-0.627676,-0.492526
710,-0.7113307698,-0.756363,-0.750286
711,-0.8064913312,-0.857569,-1.0596
712,-0.849345835,-0.903146,-0.836206
713,-0.9092163327,-0.96682,-1.12833
714,-0.892830317,-0.949393,-0.870574
715,-0.85123671,-0.905157,-1.12833
716,-1.1253740849,-1.19671,-1.00805
717,-1.0749570217,-1.14309,-1.04241
718,-0.6791905972,-0.722181,-0.733102
719,-0.6407478215,-0.681296,-0.475342
720,-0.6974665475,-0.741618,-0.629998
721,-0.7604869363,-0.808642,-0.578446
722,-0.7838036528,-0.83344,-0.59563
723,-0.7932570872,-0.843494,-0.698734
724,-0.7661586209,-0.814674,-0.698734
725,-0.8966111266,-0.953414,-0.750286
726,-0.923080555,-0.981565,-1.00805
727,-0.9192988051,-0.977543,-0.904942
728,-0.9400956086,-0.999661,-1.02523
729,-1.0176101979,-1.0821,-0.85339
730,-1.263395732,-1.3435,-0.990862
731,-1.3472110438,-1.43264,-1.12833
732,-1.4392160725,-1.53049,-1.11115
733,-1.4411060072,-1.5325,-1.14552
734,-1.3900589657,-1.47821,-1.24862
735,-1.3352320549,-1.4199,-1.17989
736,-1.3843891617,-1.47218,-1.28299
737,-1.1997397234,-1.2758,-1.54075
738,-1.2129786687,-1.28988,-1.42046
739,-1.2463769173,-1.3254,-1.40328
740,-1.5658887089,-1.66521,-1.62667
741,-1.7070602471,-1.81535,-1.85006
742,-1.6585331185,-1.76374,-1.57512
743,-1.5224108088,-1.61897,-1.43764
744,-1.292384133,-1.37433,-1.5923
745,-1.4921530487,-1.58679,-1.28299
746,-1.6087460335,-1.71079,-1.52356
747,-1.6497040207,-1.75435,-1.45483
748,-1.5545491009,-1.65315,-1.74696
749,-1.5369003079,-1.63438,-1.71259
750,-1.7870956896,-1.90047,-1.93598
751,-1.7114700947,-1.82004,-2.19374
752,-1.5948771099,-1.69604,-1.67822
753,-1.4751436366,-1.5687,-1.62667
754,-1.4108576498,-1.50033,-2.0219
755,-1.5532891444,-1.65181,-2.0219
756,-1.5917272188,-1.69269,-2.15937
757,-1.5734578503,-1.67326,-1.5923
758,-1.5469893622,-1.64511,-1.78132
759,-1.7505381473,-1.86159,-1.98753
760,-1.9534663568,-2.07741,-1.54075
761,-1.8249037857,-1.94068,-1.64385
762,-0.9148880173,-0.972852,-0.956494
763,-0.9627832871,-1.02379,-1.12833
764,-0.9155179955,-0.973522,-1.17989
765,-0.8770752198,-0.932637,-1.17989
766,-0.8323307814,-0.88505,-1.02523
767,-0.8562784163,-0.910519,-0.922126
768,-0.9274913428,-0.986256,-0.973678
769,-1.1726412571,-1.24698,-1.14552
770,-1.1884001153,-1.26374,-1.0596
771,-1.04974849,-1.11628,-1.09397
772,-0.8096431029,-0.860921,-0.801838
773,-0.877705198,-0.933307,-0.93931
774,-0.923080555,-0.981565,-0.973678
775,-0.941984603,-1.00167,-0.973678
776,-0.9331630274,-0.992288,-0.836206
777,-0.9249704896,-0.983575,-0.973678
778,-0.936314799,-0.99564,-1.04241
779,-1.0579476096,-1.125,-0.973678
780,-1.0560576749,-1.12299,-0.922126
781,-1.0573176314,-1.12433,-0.922126
782,-0.9760128298,-1.03786,-0.904942
783,-1.0289592086,-1.09417,-1.4892
784,-1.1102546075,-1.18063,-1.21425
785,-1.1631915837,-1.23693,-1.54075
786,-1.1915500064,-1.26709,-1.35172
787,-1.3390119242,-1.42392,-1.47201
788,-1.5621088396,-1.66119,-1.55793
789,-1.6081160553,-1.71012,-1.57512
790,-1.5091718634,-1.60489,-1.54075
791,-1.3068736321,-1.38974,-1.35172
792,-1.292384133,-1.37433,-1.98753
793,-1.598027001,-1.69939,-1.5923
794,-1.7782665918,-1.89108,-1.62667
795,-1.7083202036,-1.81669,-1.57512
796,-1.2993138934,-1.3817,-1.78132
797,-1.1707513224,-1.24497,-2.53742
798,-1.3232624686,-1.40717,-2.00472
799,-1.365489815,-1.45208,-2.19374
800,-1.342171218,-1.42728,-1.19707
801,-1.140502965,-1.2128,-1.19707
802,-1.1178143462,-1.18867,-1.21425
803,-1.1278939978,-1.19939,-1.1627
804,-1.1209642373,-1.19202,-1.31736
805,-1.2085594185,-1.28518,-1.1627
806,-1.2362972657,-1.31468,-1.36891
807,-1.2041495709,-1.28049,-1.40328
808,-1.2615057973,-1.34149,-1.54075
809,-1.3245224251,-1.40851,-1.60948
810,-1.6339545651,-1.7376,-1.5923
811,-1.7454983215,-1.85623,-1.83288
812,-1.6478140861,-1.75234,-1.85006
813,-1.6585331185,-1.76374,-1.98753
814,-1.6906714106,-1.79792,-1.78132
815,-1.6799617808,-1.78653,-1.67822
816,-1.69445128,-1.80194,-1.62667
817,-1.7133600294,-1.82205,-1.52356
818,-1.8318429488,-1.94806,-1.83288
819,-1.7984352976,-1.91253,-1.60948
820,-1.6736525959,-1.77982,-1.54075
821,-1.6131558811,-1.71548,-2.0219
822,-1.6534932927,-1.75838,-2.19374
823,-1.7492781908,-1.86025,-2.3484
824,-1.7870956896,-1.90047,-2.0219
825,-1.6169357504,-1.7195,-1.64385
826,-1.2898642201,-1.37165,-1.45483
827,-1.2110793314,-1.28786,-1.14552
828,-1.0535283594,-1.1203,-1.11115
829,-1.0119403939,-1.07607,-0.922126
830,-0.9892517752,-1.05194,-0.904942
831,-1.0535283594,-1.1203,-1.02523
832,-1.2028896145,-1.27915,-1.21425
833,-1.2205384074,-1.29792,-1.36891
834,-1.1827209086,-1.2577,-0.956494
835,-1.0932357928,-1.16253,-1.0596
836,-0.9898817534,-1.05261,-0.973678
837,-0.9174079302,-0.975532,-0.904942
838,-0.907955436,-0.965479,-0.836206
839,-0.8985020016,-0.955425,-0.76747
840,-0.8890485671,-0.945371,-0.904942
841,-0.9684530911,-1.02982,-0.836206
842,-0.9615233306,-1.02245,-0.85339
843,-0.9615233306,-1.02245,-0.784654
844,-0.9741228951,-1.03585,-0.784654
845,-0.9741228951,-1.03585,-1.11115
846,-1.0686572394,-1.13639,-0.93931
847,-1.0875659888,-1.1565,-0.990862
848,-1.093865771,-1.1632,-0.904942
849,-1.1631915837,-1.23693,-1.11115
850,-1.1915500064,-1.26709,-1.17989
851,-1.4467852139,-1.53854,-1.17989
852,-1.4782935278,-1.57205,-1.30017
853,-1.371159619,-1.45811,-1.23144
854,-1.3220025122,-1.40583,-1.38609
855,-1.3491009785,-1.43465,-1.36891
856,-1.5035020594,-1.59886,-1.28299
857,-1.5589589485,-1.65784,-1.55793
858,-1.1928099629,-1.26843,-1.33454
859,-1.04974849,-1.11628,-1.4892
860,-1.1682314095,-1.24229,-1.66104
861,-1.1820909304,-1.25703,-1.57512
862,-1.2199084292,-1.29725,-1.62667
863,-1.0308491433,-1.09618,-0.870574
864,-1.0541583376,-1.12097,-1.47201
865,-1.3163327082,-1.3998,-1.5923
866,-1.4278764645,-1.51843,-1.28299
867,-1.3963681506,-1.48492,-1.12833
868,-1.1820909304,-1.25703,-0.973678
869,-1.1631915837,-1.23693,-1.4892
870,-1.4215766823,-1.51173,-1.54075
871,-1.5602189049,-1.65918,-1.4892
872,-1.3522508696,-1.438,-1.30017
873,-1.1568918015,-1.23023,-1.23144
874,-1.2199084292,-1.29725,-1.52356
875,-1.3900589657,-1.47821,-1.57512
876,-1.2589764818,-1.3388,-1.66104
877,-1.04974849,-1.11628,-1.07678
878,-1.0434487078,-1.10958,-1.28299
879,-1.0251699366,-1.09014,-1.21425
880,-1.0213900673,-1.08612,-1.17989
881,-1.1052053791,-1.17526,-1.17989
882,-0.959633396,-1.02044,-0.801838
883,-0.9174079302,-0.975532,-0.973678
884,-1.1348331609,-1.20677,-1.12833
885,-1.2873443072,-1.36897,-1.17989
886,-1.3843891617,-1.47218,-1.1627
887,-1.0875659888,-1.1565,-0.904942
888,-1.0724371088,-1.14041,-1.04241
889,-1.3012038281,-1.38371,-1.07678
890,-1.4070777804,-1.49631,-1.26581
891,-1.1839902678,-1.25905,-1.1627
892,-1.0005913832,-1.064,-0.887758
893,-1.1096246293,-1.17996,-0.956494
894,-1.2035195927,-1.27982,-1.12833
895,-1.2388171786,-1.31736,-1.1627
896,-1.1713813006,-1.24564,-1.52356
897,-1.0447086642,-1.11092,-1.14552
898,-1.0402988167,-1.10623,-1.23144
899,-1.1064747382,-1.17661,-1.33454
900,-1.1190743027,-1.19001,-1.17989
901,-1.1064747382,-1.17661,-0.819022
902,-1.0623574572,-1.12969,-0.990862
903,-1.1713813006,-1.24564,-1.07678
904,-1.3749394883,-1.46213,-1.30017
905,-1.1581423552,-1.23156,-1.19707
906,-1.0245399584,-1.08947,-0.750286
907,-1.0119403939,-1.07607,-0.93931
908,-1.1493226601,-1.22218,-1.00805
909,-1.2703254925,-1.35087,-1.04241
910,-1.2009996798,-1.27714,-1.00805
911,-0.9337939458,-0.992959,-0.750286
912,-0.9564835048,-1.01709,-0.904942
913,-1.0705471741,-1.1384,-0.956494
914,-1.1127745204,-1.18331,-1.07678
915,-1.166971453,-1.24095,-0.922126
916,-1.1291539543,-1.20073,-1.24862
917,-1.1209642373,-1.19202,-1.21425
918,-1.1928099629,-1.26843,-1.11115
919,-1.2615057973,-1.34149,-1.09397
920,-1.0655073483,-1.13304,-0.664366
921,-0.8228773469,-0.874996,-0.526894
922,-0.9741228951,-1.03585,-0.819022
923,-1.0503784682,-1.11695,-0.904942
924,-0.9949215792,-1.05797,-0.973678
925,-1.0119403939,-1.07607,-0.68155
926,-1.0138303286,-1.07808,-1.04241
927,-1.0529077838,-1.11964,-1.1627
928,-1.2142386252,-1.29122,-1.26581
929,-1.3314521855,-1.41588,-1.12833
930,-1.04974849,-1.11628,-0.647182
931,-0.9552235484,-1.01575,-0.85339
932,-1.0333690562,-1.09886,-0.904942
933,-1.1146644551,-1.18532,-1.09397
934,-0.7623778113,-0.810653,-0.870574
935,-0.9048036643,-0.962127,-0.544078
936,-0.9237095929,-0.982234,-0.784654
937,-1.0176101979,-1.0821,-0.819022
938,-1.003750677,-1.06736,-0.922126
939,-1.009420481,-1.07339,-0.887758
940,-1.0119403939,-1.07607,-0.801838
941,-1.0308491433,-1.09618,-1.00805
942,-1.0541583376,-1.12097,-0.990862
943,-1.1045754009,-1.17459,-0.973678
944,-1.082526163,-1.15114,-0.733102
945,-1.0623574572,-1.12969,-1.38609
946,-1.0856760541,-1.15449,-1.31736
947,-1.0541583376,-1.12097,-1.11115
948,-1.0220200455,-1.08679,-0.990862
949,-0.9911417098,-1.05395,-0.544078
950,-0.9249704896,-0.983575,-0.93931
951,-0.9955515574,-1.05864,-1.02523
952,-0.9911417098,-1.05395,-0.990862
953,-1.009420481,-1.07339,-0.870574
954,-1.0308491433,-1.09618,-0.698734
955,-1.0119403939,-1.07607,-0.85339
956,-1.0144603068,-1.07875,-0.85339
957,-0.9545935702,-1.01508,-0.801838
958,-0.9457644724,-1.00569,-0.698734
959,-0.9552235484,-1.01575,-0.561262
960,-0.9615233306,-1.02245,-0.698734
961,-0.9835819712,-1.04591,-0.698734
962,-1.0421887513,-1.10824,-0.836206
963,-0.864470954,-0.919232,-0.612814
964,-0.5203777882,-0.553279,-0.183215
965,-0.6464204463,-0.687329,-0.544078
966,-0.7611159743,-0.809311,-0.544078
967,-0.9117362456,-0.9695,-0.715918
968,-0.7296076604,-0.775801,-0.183215
969,-0.6590228316,-0.700732,-0.458159
970,-0.879596073,-0.935318,-0.698734
971,-0.8663618289,-0.921243,-0.784654
972,-0.907955436,-0.965479,-0.85339
973,-0.879596073,-0.935318,-0.526894
974,-0.6338152402,-0.673923,-0.612814
975,-0.6943147759,-0.738266,-0.458159
976,-0.7699394305,-0.818695,-0.578446
977,-0.7995606305,-0.850198,-0.612814
978,-0.8480849383,-0.901805,-0.337871
979,-0.8606892041,-0.91521,-0.750286
980,-0.8909394421,-0.947382,-0.836206
981,-0.8846377793,-0.94068,-0.85339
982,-0.892830317,-0.949393,-0.578446
983,-0.9274913428,-0.986256,-0.406607
984,-0.8884195292,-0.944702,-0.922126
985,-0.9438745377,-1.00368,-1.24862
986,-0.9224505767,-0.980895,-1.45483
987,-0.9174079302,-0.975532,-0.440975
988,-0.6678462878,-0.710116,-0.0629272
989,-0.9174079302,-0.975532,-1.24862
990,-1.2388171786,-1.31736,-1.54075
991,-1.5469893622,-1.64511,-1.76414
992,-1.3900589657,-1.47821,-0.801838
993,-1.1499526383,-1.22285,-0.76747
994,-1.1594117144,-1.23291,-1.24862
995,-1.1839902678,-1.25905,-1.50638
996,-1.1033154444,-1.17325,-1.40328
997,-0.9911417098,-1.05395,-0.750286
998,-0.9426145813,-1.00234,-0.59563
999,-1.015090285,-1.07942,-1.1627
1000,-1.0308491433,-1.09618,-1.04241
1001,-1.0069005681,-1.07071,-0.956494
1002,-0.879596073,-0.935318,-0.561262
1003,-0.8606892041,-0.91521,-0.733102
1004,-0.9098453707,-0.967489,-0.750286
1005,-0.8922003388,-0.948723,-1.09397
1006,-0.8966111266,-0.953414,-0.647182
1007,-0.6023041056,-0.64041,0.0917285
1008,-0.5644922484,-0.600196,-0.355055
1009,-0.7132216447,-0.758374,-0.475342
1010,-0.8291790097,-0.881698,-0.93931
1011,-0.7724602837,-0.821376,-0.0457432
1012,-0.3313156815,-0.352206,0.521328
1013,-0.3250149589,-0.345505,-0.50971
1014,-0.4586173558,-0.487595,-0.93931
1015,-0.5770965142,-0.613601,-1.09397
1016,-0.6275135775,-0.667221,0.263568
1017,-0.4762642682,-0.506363,-0.0113753
1018,-0.367237604,-0.39041,-0.526894
1019,-0.539284657,-0.573387,-0.973678
1020,-0.6709980595,-0.713468,-1.11115
1021,-0.6338152402,-0.673923,0.0573606
1022,-0.6464204463,-0.687329,-0.286319
1023,-0.7157415576,-0.761054,-0.887758
1024,-0.8417832755,-0.895103,-1.07678
1025,-0.9237095929,-0.982234,-0.904942
1026,-0.9489237662,-1.00905,-0.68155
1027,-0.879596073,-0.935318,-0.887758
1028,-0.936314799,-0.99564,-0.904942
1029,-0.8858977357,-0.94202,-0.93931
1030,-0.879596073,-0.935318,-0.801838
1031,-0.8606892041,-0.91521,-0.819022
1032,-1.0749570217,-1.14309,-1.19707
1033,-1.4127475845,-1.50234,-1.28299
1034,-1.5476099378,-1.64577,-1.79851
1035,-1.5665186871,-1.66588,-1.19707
1036,-1.3144427735,-1.39779,-0.93931
1037,-1.0623574572,-1.12969,-1.66104
1038,-1.2388171786,-1.31736,-1.14552
1039,-1.3333421202,-1.41789,-1.0596
1040,-1.0875659888,-1.1565,-0.647182
1041,-0.9615233306,-1.02245,-0.733102
1042,-0.9930316445,-1.05596,-0.819022
1043,-1.0125703721,-1.07674,-0.85339
1044,-1.1253740849,-1.19671,-0.750286
1045,-0.8985020016,-0.955425,-0.578446
1046,-0.7031382321,-0.74765,-0.475342
1047,-0.73338847,-0.779822,-0.612814
1048,-0.9174079302,-0.975532,-1.07678
1049,-0.98043208,-1.04256,-0.76747
1050,-0.5770965142,-0.613601,-0.458159
1051,-0.6905339663,-0.734245,-0.217583
1052,-0.9148880173,-0.972852,-0.698734
1053,-0.9615233306,-1.02245,-0.922126
1054,-0.9741228951,-1.03585,-0.458159
1055,-0.8669908669,-0.921912,-0.475342
1056,-0.7850645495,-0.834781,-0.85339
1057,-1.0308491433,-1.09618,-0.870574
1058,-0.7913662123,-0.841483,-0.698734
1059,-0.8228773469,-0.874996,-0.337871
1060,-0.8606892041,-0.91521,-0.492526
1061,-0.8039714183,-0.854889,-0.733102
1062,-0.8669908669,-0.921912,-0.68155
1063,-0.9174079302,-0.975532,-0.801838
1064,-0.8291790097,-0.881698,-0.50971
1065,-0.6716280377,-0.714138,-0.458159
1066,-0.5014718596,-0.533172,-0.337871
1067,-0.6023041056,-0.64041,-0.320687
1068,-0.6464204463,-0.687329,-0.458159
1069,-0.6716280377,-0.714138,-0.337871
1070,-0.8606892041,-0.91521,-0.544078
1071,-0.8165756842,-0.868294,-0.801838
1072,-0.7850645495,-0.834781,-0.664366
1073,-0.8102721409,-0.86159,-0.647182
1074,-0.7724602837,-0.821376,-0.561262
1075,-0.7850645495,-0.834781,-0.68155
1076,-0.8922003388,-0.948723,-0.68155
1077,-0.8480849383,-0.901805,-1.42046
1078,-0.6338152402,-0.673923,-0.406607
1079,-0.7220451009,-0.767758,-0.698734
1080,-0.7661586209,-0.814674,-0.664366
1081,-0.879596073,-0.935318,-0.819022
1082,-0.8291790097,-0.881698,-0.76747
1083,-0.8669908669,-0.921912,-0.612814
1084,-0.8985020016,-0.955425,-0.629998
1085,-0.8732944102,-0.928616,-1.14552
1086,-0.9615233306,-1.02245,-1.11115
1087,-1.0875659888,-1.1565,-1.33454
1088,-0.9993314268,-1.06266,-0.68155
1089,-0.8669908669,-0.921912,-0.59563
1090,-0.8417832755,-0.895103,-0.870574
1091,-0.8606892041,-0.91521,-0.733102
1092,-0.8606892041,-0.91521,-0.664366
1093,-0.8606892041,-0.91521,-0.355055
1094,-0.8669908669,-0.921912,-0.750286
1095,-0.9867318623,-1.04926,-1.02523
1096,-1.1064747382,-1.17661,-1.02523
1097,-1.0434487078,-1.10958,-0.733102
1098,-1.0182401761,-1.08277,-0.251951
1099,-0.8228773469,-0.874996,-0.578446
1100,-0.7245650138,-0.770438,-1.14552
1101,-0.8190955971,-0.870974,-1.54075
1102,-0.879596073,-0.935318,-0.475342
1103,-0.8669908669,-0.921912,-0.406607
1104,-0.8354816128,-0.888401,-0.733102
1105,-0.7850645495,-0.834781,-0.68155
1106,-0.8461940634,-0.899794,-0.904942
1107,-0.8858977357,-0.94202,-0.0801112
1108,-0.7850645495,-0.834781,0.246384
1109,-0.6779287602,-0.720839,-0.784654
1110,-0.6023041056,-0.64041,-0.93931
1111,-0.6338152402,-0.673923,-0.664366
1112,-0.6275135775,-0.667221,-0.458159
1113,-0.583398177,-0.620303,-0.526894
1114,-0.5581905856,-0.593494,-0.664366
1115,-0.6212100341,-0.660517,-0.698734
1116,-0.5644922484,-0.600196,-0.544078
1117,-0.5960024428,-0.633708,-0.286319
1118,-0.5770965142,-0.613601,-0.406607
1119,-0.5897017203,-0.627007,-0.578446
1120,-0.6527211688,-0.69403,-0.612814
1121,-0.6842323035,-0.727543,-0.355055
1122,-0.6905339663,-0.734245,-0.131663
1123,-0.539284657,-0.573387,-0.440975
1124,-0.4636590621,-0.492957,-0.836206
1125,-0.4258472049,-0.452743,-1.24862
1126,-0.3691284789,-0.392421,0.2292
1127,-0.0288168749,-0.0304898,1.20869
1128,0.2673864747,0.284531,0.280752
1129,0.0468079678,0.0499394,0.00580869
1130,0.0846203891,0.090154,0.0401766
1131,-0.1107377387,-0.117615,0.469776
1132,-0.2935038243,-0.311992,0.00580869
1133,-0.4699607249,-0.499659,-0.475342
1134,-0.4510547963,-0.479552,-0.423791
1135,-0.5960024428,-0.633708,-0.440975
1136,-0.3817327447,-0.405826,-0.0113753
1137,-0.2052739636,-0.218157,-0.0629272
1138,-0.2178791696,-0.231563,0.126096
1139,-0.9835255552,-1.04585,-0.561262
1140,-0.8322734251,-0.884989,-0.389423
1141,-0.5360755291,-0.569974,-0.148847
1142,-0.8070639532,-0.858178,-0.372239
1143,-1.0528419652,-1.11957,-0.647182
1144,-0.9331056711,-0.992227,-0.50971
1145,-0.5990959179,-0.636998,-0.251951
1146,-0.3722219541,-0.395711,0.0573606
1147,-0.6684189098,-0.710725,-0.269135
1148,-0.6747205726,-0.717427,-0.269135
1149,-0.5738883266,-0.610189,-0.234767
1150,-0.157952256,-0.167829,0.194832
1151,-0.2524809587,-0.268363,0.177648
1152,-0.6810241159,-0.724131,-0.303503
1153,-0.5317220975,-0.565344,-0.458159
1154,-0.6130184367,-0.651805,-0.59563
1155,-0.6023041056,-0.64041,-0.200399
1156,-0.5770965142,-0.613601,-0.114479
1157,-0.5707948514,-0.606899,-0.475342
1158,-0.6023041056,-0.64041,-0.492526
1159,-0.6149093116,-0.653816,-0.647182
1160,-0.6464204463,-0.687329,-0.0113753
1161,-0.4888666535,-0.519766,0.0401766
1162,-0.3124097529,-0.332099,-0.526894
1163,-0.4195455422,-0.446041,-0.526894
1164,-0.4699607249,-0.499659,-0.337871
1165,-0.5960024428,-0.633708,0.0401766
1166,-0.5897017203,-0.627007,-0.458159
1167,-0.6212100341,-0.660517,-0.578446
1168,-0.5960024428,-0.633708,-0.389423
1169,-0.5455853795,-0.580088,-0.166031
1170,-0.4888666535,-0.519766,-0.0801112
1171,-0.4636590621,-0.492957,-0.148847
1172,-0.2872021615,-0.30529,-0.389423
1173,-0.2115775069,-0.224861,-0.355055
1174,-0.2367850982,-0.25167,0.349488
1175,-0.1989723008,-0.211455,0.727535
1176,0.0468079678,0.0499394,0.160464
1177,-0.0515042713,-0.0546185,-0.183215
1178,-0.2115775069,-0.224861,-0.200399
1179,-0.3124097529,-0.332099,0.14328
1180,-0.3313156815,-0.352206,-0.269135
1181,-0.299805487,-0.318694,-0.355055
1182,-0.3477016971,-0.369633,-0.303503
1183,-0.3313156815,-0.352206,-0.217583
1184,-0.3187114156,-0.338801,0.435408
1185,-0.299805487,-0.318694,-0.0457432
1186,-0.3067380683,-0.326067,-0.406607
1187,-0.4750033715,-0.505022,-0.355055
1188,-0.4258472049,-0.452743,-0.251951
1189,-0.4258472049,-0.452743,-0.148847
1190,-0.3376173442,-0.358908,-0.337871
1191,-0.3439208875,-0.365612,-0.561262
1192,-0.4447531335,-0.47285,-0.612814
1193,-0.3439208875,-0.365612,-0.183215
1194,-0.1737647094,-0.184646,-0.0285592
1195,-0.2178791696,-0.231563,0.349488
1196,0.0291684835,0.0311793,-0.0629272
1197,-0.0868021392,-0.0921588,0.160464
1198,-0.1611604436,-0.171241,0.280752
1199,-0.0792396738,-0.0841159,0.297936
1200,-0.0666292022,-0.0707043,0.0573606
1201,-0.1044417176,-0.110919,-0.0285592
1202,-0.2556910268,-0.271777,-0.320687
1203,-0.6149093116,-0.653816,-0.492526
1204,-0.482565931,-0.513065,-0.251951
1205,-0.4321488677,-0.459445,-0.337871
1206,-0.4636590621,-0.492957,-0.578446
1207,-0.5014718596,-0.533172,-0.337871
1208,-0.4951701968,-0.52647,0.00580869
1209,-0.6590228316,-0.700732,-0.234767
1210,-0.5960024428,-0.633708,-0.698734
1211,-1.2797187499,-1.36086,-0.784654
1212,-0.8385750879,-0.891691,-0.337871
1213,-0.4226390173,-0.449331,-0.0457432
1214,-0.6747205726,-0.717427,-0.320687
1215,-0.6694889325,-0.711863,-0.406607
1216,-0.3313156815,-0.352206,-0.406607
1217,-0.3628268161,-0.385719,-0.114479
1218,-0.0477230856,-0.0505971,0.349488
1219,0.0468079678,0.0499394,0.31512
1220,-0.3628268161,-0.385719,-0.0113753
1221,-0.5140770656,-0.546578,-0.492526
1222,-0.3691284789,-0.392421,-0.0113753
1223,-0.1989723008,-0.211455,-0.114479
1224,-0.2178791696,-0.231563,-0.183215
1225,-0.4258472049,-0.452743,-0.492526
1226,-0.4321488677,-0.459445,-0.50971
1227,-0.4069412763,-0.432636,-0.148847
1228,-0.3691284789,-0.392421,0.126096
1229,-0.3439208875,-0.365612,-0.458159
1230,-0.4132419989,-0.439337,-0.303503
1231,-0.4258472049,-0.452743,-0.217583
1232,-0.5077735223,-0.539874,0.0573606
1233,-0.5077735223,-0.539874,-0.0972951
1234,-0.482565931,-0.513065,-1.00805
1235,-0.4951701968,-0.52647,-1.38609
1236,-0.3565232728,-0.379015,-0.269135
1237,0.3493071505,0.371656,1.12277
1238,0.4312278263,0.458781,0.555696
1239,0.2610716482,0.277815,0.48696
1240,0.0657141785,0.0700467,0.246384
1241,0.0972312368,0.103566,0.40104
1242,0.1035263177,0.110261,0.761903
1243,0.0468079678,0.0499394,0.504144
1244,0.1413391152,0.150476,0.2292
1245,0.3556031717,0.378352,0.418224
1246,0.7463372925,0.793909,1.68984
1247,0.6391958616,0.679961,0.813455
1248,0.1980578412,0.210798,0.40104
1249,0.1035263177,0.110261,0.212016
1250,0.0846203891,0.090154,0.2292
1251,0.1665410649,0.177279,0.882191
1252,0.2925884244,0.311334,0.00580869
1253,0.223259791,0.237601,0.297936
1254,0.0026997886,0.00302908,0.0917285
1255,-0.1233476462,-0.131026,-0.0113753
1256,-0.1926715783,-0.204754,0.194832
1257,-0.1359528522,-0.144432,0.177648
1258,-0.2178791696,-0.231563,-0.217583
1259,-0.2367850982,-0.25167,-0.389423
1260,-0.1674621064,-0.177943,-0.0629272
1261,0.0657141785,0.0700467,0.710351
1262,0.1728558914,0.183995,0.796271
1263,0.1791509724,0.19069,-0.183215
1264,0.0846203891,0.090154,-0.251951
1265,0.1539490226,0.163887,0.263568
1266,0.1035263177,0.110261,0.469776
1267,0.0846203891,0.090154,0.31512
1268,-0.1485552375,-0.157835,-0.0972951
1269,-0.2745978957,-0.291885,-0.166031
1270,-0.2556910268,-0.271777,0.0573606
1271,-0.2619926896,-0.278479,0.31512
1272,-0.035112614,-0.0371855,-0.0629272
1273,0.1602450438,0.170583,-0.0285592
1274,0.0657141785,0.0700467,0.126096
1275,0.4375426528,0.465497,1.20869
1276,1.0299318629,1.09552,1.98197
1277,0.5446652784,0.579425,0.641616
1278,0.4312278263,0.458781,0.366672
1279,0.311494353,0.331441,0.607248
1280,0.1539490226,0.163887,0.693168
1281,-0.0729250353,-0.0774001,0.280752
1282,0.1413391152,0.150476,0.160464
1283,0.1098223389,0.116957,0.194832
1284,-0.0603334631,-0.0640086,0.160464
1285,-0.1611604436,-0.171241,0.246384
1286,-0.142254515,-0.151134,0.0573606
1287,-0.186368035,-0.19805,-0.0457432
1288,-0.1611604436,-0.171241,-0.0629272
1289,-0.2052739636,-0.218157,-0.183215
1290,-0.249389364,-0.265075,-0.0457432
1291,-0.2367850982,-0.25167,-0.200399
1292,-0.3439208875,-0.365612,-0.355055
1293,-0.4258472049,-0.452743,-0.355055
1294,-0.3691284789,-0.392421,0.108913
1295,-0.2556910268,-0.271777,0.160464
1296,-0.2808986182,-0.298586,-0.337871
1297,-0.3313156815,-0.352206,-0.372239
1298,-0.2619926896,-0.278479,-0.148847
1299,0.0089955559,0.00972481,0.0229927
1300,0.0468079678,0.0499394,0.263568
1301,-0.0603334631,-0.0640086,-0.0457432
1302,-0.4100338112,-0.435925,-0.0285592
1303,-0.2524828392,-0.268365,0.108913
1304,-0.012992386,-0.01366,0.48696
1305,-0.0508047134,-0.0538745,0.194832
1306,-0.2713887678,-0.288472,0.0917285
1307,0.0594184394,0.063351,0.14328
1308,-0.1107377387,-0.117615,0.212016
