x,MOS_Multiple_Forecast,Lufttemperatur_2m_Forecast,Lufttemperatur_2m_WeatherStation
1309,0.2169637698,0.230905,0.280752
1310,0.1413391152,0.150476,0.0229927
1311,0.0163690185,0.0175667,0.349488
1312,-0.3848262199,-0.409116,-0.0113753
1313,-0.1327446646,-0.14102,0.2292
1314,-0.2839939739,-0.301878,0.212016
1315,-0.2146700418,-0.22815,0.14328
1316,-0.141183552,-0.149995,-0.0629272
1317,-0.1737647094,-0.184646,-0.183215
1318,0.0089955559,0.00972481,0.263568
1319,0.0972312368,0.103566,0.435408
1320,0.0468079678,0.0499394,0.0917285
1321,-0.0666292022,-0.0707043,-0.0801112
1322,-0.0981456964,-0.104223,0.0229927
1323,-0.0792396738,-0.0841159,0.383856
1324,0.0279017571,0.0298321,0.435408
1325,0.0531037069,0.0566351,0.14328
1326,0.1098223389,0.116957,0.0917285
1327,0.1035263177,0.110261,0.31512
1328,0.2988844456,0.31803,0.710351
1329,0.2169637698,0.230905,0.693168
1330,0.2358696984,0.251012,0.48696
1331,0.1602450438,0.170583,0.177648
1332,-0.0225210418,-0.023794,0.108913
1333,-0.1233476462,-0.131026,0.435408
1334,-0.0288168749,-0.0304898,0.177648
1335,-0.0603334631,-0.0640086,0.00580869
1336,-0.1800663722,-0.191348,-0.251951
1337,-0.1296436673,-0.137722,0.108913
1338,0.0468079678,0.0499394,0.246384
1339,0.1602450438,0.170583,0.349488
1340,0.2295746175,0.244317,0.280752
1341,0.0909161282,0.0968497,0.14328
1342,-0.0099106642,-0.0103825,0.349488
1343,0.0720099176,0.0767424,0.555696
1344,0.078324556,0.0834582,0.212016
1345,0.0657141785,0.0700467,0.0573606
1346,0.0089955559,0.00972481,0.00580869
1347,0.0279017571,0.0298321,0.504144
1348,0.0846203891,0.090154,0.504144
1349,0.0846203891,0.090154,0.0401766
1350,0.1035263177,0.110261,0.0401766
1351,0.0657141785,0.0700467,0.0573606
1352,0.1539490226,0.163887,0.469776
1353,0.2358696984,0.251012,0.48696
1354,0.3493071505,0.371656,0.297936
1355,0.3556031717,0.378352,0.366672
1356,0.3177903742,0.338137,0.504144
1357,0.2736824958,0.291227,0.590064
1358,0.1476351364,0.157172,0.349488
1359,0.1854469935,0.197386,0.0745446
1360,0.2169637698,0.230905,0.246384
1361,0.2610716482,0.277815,0.469776
1362,0.279978517,0.297923,0.452592
1363,0.4060258765,0.431978,0.00580869
1364,0.135043094,0.14378,0.0573606
1365,0.021606018,0.0231364,-0.0801112
1366,0.0846203891,0.090154,0.31512
1367,0.1980578412,0.210798,0.366672
1368,0.1791509724,0.19069,0.160464
1369,0.1791509724,0.19069,0.108913
1370,0.1476351364,0.157172,0.2292
1371,0.3745091002,0.398459,0.57288
1372,0.8030560185,0.854231,0.555696
1373,0.3871199479,0.411871,0.6588
1374,0.1980578412,0.210798,0.160464
1375,-0.0823213956,-0.0873934,0.263568
1376,0.2579903965,0.274538,0.418224
1377,0.2264736202,0.241019,0.675984
1378,-0.1957641132,-0.208043,0.160464
1379,0.5509791646,0.58614,0.349488
1380,0.3377747879,0.359391,0.538512
1381,0.1256470158,0.133787,0.452592
1382,0.3966297983,0.421985,0.796271
1383,0.5531163892,0.588413,0.813455
1384,0.5761811144,0.612943,0.57288
1385,0.3808239267,0.405175,0.6588
1386,0.2988844456,0.31803,0.693168
1387,0.2547765673,0.27112,0.435408
1388,0.2862924033,0.304638,0.14328
1389,0.2736824958,0.291227,0.14328
1390,0.2925884244,0.311334,0.693168
1391,0.3556031717,0.378352,1.00248
1392,0.5194633286,0.552622,0.779087
1393,0.6139939118,0.653158,-0.114479
1394,0.6076978906,0.646462,0.263568
1395,0.9669152352,1.0285,1.9476
1396,1.5593016245,1.65852,2.66932
1397,1.7357519433,1.84618,1.58673
1398,1.1937920199,1.26979,1.46645
1399,0.7652432211,0.814016,1.07121
1400,0.5572751858,0.592836,1.03685
1401,0.4879465523,0.519103,0.796271
1402,0.6593692687,0.701416,0.57288
1403,0.5686194951,0.604901,0.538512
1404,0.4501337549,0.478888,0.761903
1405,0.2925884244,0.311334,0.933743
1406,0.2421657196,0.257708,0.607248
1407,0.2156972315,0.229558,0.31512
1408,0.1602450438,0.170583,0.160464
1409,0.1098223389,0.116957,0.538512
1410,0.0972312368,0.103566,0.521328
1411,0.1980578412,0.210798,0.418224
1412,0.1476351364,0.157172,0.160464
1413,0.0846203891,0.090154,0.177648
1414,0.2169637698,0.230905,0.693168
1415,0.2862924033,0.304638,0.985295
1416,0.4879465523,0.519103,0.882191
1417,0.6139939118,0.653158,0.0573606
1418,0.546555213,0.581435,0.194832
1419,0.4942613788,0.525819,1.27742
1420,0.4249318051,0.452085,1.29461
1421,0.4564485814,0.485604,0.48696
1422,0.4564485814,0.485604,0.212016
1423,0.4438377337,0.472192,0.641616
1424,0.3871199479,0.411871,1.01966
1425,0.3997298553,0.425282,1.15713
1426,0.6139939118,0.653158,0.744719
1427,0.7778540687,0.827428,0.280752
1428,0.7967599973,0.847535,1.20869
1429,1.1433655539,1.21616,2.32564
1430,1.067739959,1.13573,2.17099
1431,1.1433655539,1.21616,0.847823
1432,1.067739959,1.13573,0.48696
1433,1.231600116,1.31,2.13662
1434,0.9921143642,1.0553,1.29461
1435,1.0866487084,1.15584,1.00248
1436,0.9038826229,0.961463,0.744719
1437,0.6455106881,0.686677,0.555696
1438,0.5950879832,0.633051,0.48696
1439,0.5698860334,0.606248,0.6588
1440,0.4123218977,0.438674,0.263568
1441,0.1980578412,0.210798,0.0229927
1442,0.223259791,0.237601,0.246384
1443,0.3682130791,0.391763,0.57288
1444,0.3493071505,0.371656,0.641616
1445,0.3366963028,0.358244,0.263568
1446,0.2169637698,0.230905,0.212016
1447,0.2736824958,0.291227,0.418224
1448,0.3430111293,0.36496,0.555696
1449,0.3871199479,0.411871,0.693168
1450,0.4060258765,0.431978,0.297936
1451,0.3808239267,0.405175,0.263568
1452,0.4186357839,0.445389,0.57288
1453,0.9353993992,0.994982,1.12277
1454,0.7274313639,0.773802,0.693168
1455,0.6959145876,0.740283,0.641616
1456,0.6896185664,0.733587,0.590064
1457,0.5761811144,0.612943,0.744719
1458,0.5005564597,0.532514,0.779087
1459,0.4438377337,0.472192,0.435408
1460,0.4060258765,0.431978,0.212016
1461,0.3682130791,0.391763,0.280752
1462,0.3682130791,0.391763,0.57288
1463,0.4186357839,0.445389,0.40104
1464,0.4249318051,0.452085,0.349488
1465,0.4060258765,0.431978,0.383856
1466,0.4186357839,0.445389,0.452592
1467,0.4060258765,0.431978,0.607248
1468,0.3493071505,0.371656,0.607248
1469,0.279978517,0.297923,0.383856
1470,0.2988844456,0.31803,0.349488
1471,0.2547765673,0.27112,0.57288
1472,0.47535451,0.505711,1.01966
1473,0.8471638969,0.901141,0.950927
1474,0.6139939118,0.653158,0.693168
1475,0.6076978906,0.646462,0.469776
1476,0.5824771355,0.619639,0.452592
1477,0.6139939118,0.653158,0.985295
1478,0.5131673074,0.545926,0.6588
1479,0.4690396835,0.498995,0.31512
1480,0.4438377337,0.472192,0.212016
1481,0.4249318051,0.452085,0.624432
1482,0.5824771355,0.619639,1.03685
1483,0.6139939118,0.653158,0.693168
1484,0.4123218977,0.438674,0.469776
1485,0.3493071505,0.371656,0.349488
1486,0.5005564597,0.532514,0.435408
1487,0.7274313639,0.773802,0.6588
1488,0.7904451708,0.840819,0.761903
1489,0.7274313639,0.773802,0.504144
1490,0.7211353427,0.767106,0.555696
1491,0.8975866017,0.954767,0.865007
1492,0.8219619471,0.874338,1.22587
1493,0.8660707657,0.921249,0.675984
1494,0.7463372925,0.793909,0.297936
1495,0.7274313639,0.773802,0.710351
1496,0.8156668662,0.867643,1.26024
1497,1.0488406123,1.11563,1.34616
1498,1.1244568046,1.19605,1.0884
1499,1.2127007693,1.2899,1.15713
1500,1.0173228958,1.08211,1.10558
1501,0.9164934706,0.974875,1.10558
1502,0.8534787234,0.907857,0.847823
1503,0.8156668662,0.867643,0.6588
1504,0.8219619471,0.874338,0.57288
1505,0.8597747446,0.914553,1.13995
1506,1.0614495795,1.12904,1.6211
1507,0.9732150174,1.0352,0.882191
1508,1.004732734,1.06872,0.968111
1509,0.9164934706,0.974875,0.985295
1510,0.954306268,1.01509,1.31179
1511,0.8975866017,0.954767,1.48363
1512,0.8975866017,0.954767,1.01966
1513,1.0110231135,1.07541,0.710351
1514,0.9480064858,1.00839,0.950927
1515,0.8597747446,0.914553,1.34616
1516,0.8597747446,0.914553,1.43208
1517,0.9858239846,1.04861,1.15713
1518,1.2630990272,1.3435,0.452592
1519,1.1811830527,1.25638,1.24305
1520,1.5908193411,1.69204,2.41156
1521,1.9563383484,2.08078,2.9099
1522,1.8050871586,1.91992,1.58673
1523,1.5214935284,1.61831,1.1915
1524,1.5151937462,1.61161,2.17099
1525,2.05086329,2.18131,3.35668
1526,2.2399225759,2.38238,3.47697
1527,1.9185208496,2.04056,1.77576
1528,1.6916440649,1.79927,1.75857
1529,1.4017600552,1.49097,2.39438
1530,1.2757079943,1.35691,2.17099
1531,1.3513335892,1.43734,2.17099
1532,1.4269591841,1.51777,1.6211
1533,1.5593016245,1.65852,1.32897
1534,1.8239865053,1.94002,2.97864
1535,2.3155481708,2.46281,3.40823
1536,2.0571630723,2.18801,2.72088
1537,1.5782103739,1.67863,1.56955
1538,1.4899758119,1.58479,1.58673
1539,1.3576333715,1.44404,2.30846
1540,1.4269591841,1.51777,1.72421
1541,1.5908193411,1.69204,2.01633
1542,1.3198158727,1.40382,1.13995
1543,1.2946167437,1.37702,1.10558
1544,1.1811830527,1.25638,1.56955
1545,1.1685740856,1.24297,1.41489
1546,1.2000823994,1.27648,1.03685
1547,1.1118478374,1.18264,0.847823
1548,1.2630990272,1.3435,1.75857
1549,1.8428952547,1.96013,2.23972
1550,1.6853536854,1.79258,1.91323
1551,1.3135254931,1.39713,1.36334
1552,1.2378998982,1.3167,1.05403
1553,1.1118478374,1.18264,1.31179
1554,1.0614495795,1.12904,1.31179
1555,1.0110231135,1.07541,1.00248
1556,0.7904451708,0.840819,0.727535
1557,0.6896185664,0.733587,0.332304
1558,0.7463372925,0.793909,0.6588
1559,0.7463372925,0.793909,0.968111
1560,0.7463372925,0.793909,0.57288
1561,0.5761811144,0.612943,0.504144
1562,0.5824771355,0.619639,0.57288
1563,0.6896185664,0.733587,1.00248
1564,0.8219619471,0.874338,1.10558
1565,0.8849766943,0.941356,0.590064
1566,0.954306268,1.01509,0.0401766
1567,0.954306268,1.01509,0.6588
1568,1.1559745211,1.22957,1.43208
1569,1.5214935284,1.61831,1.9476
1570,1.6538359688,1.75906,0.985295
1571,1.2946167437,1.37702,1.13995
1572,1.2127007693,1.2899,1.29461
1573,1.2000823994,1.27648,1.38053
1574,1.1748832705,1.24968,1.15713
1575,1.1874734323,1.26307,1.07121
1576,1.1433655539,1.21616,1.00248
1577,1.0992576756,1.16925,1.29461
1578,1.118166425,1.18936,1.36334
1579,1.1055574578,1.17595,1.22587
1580,1.0866487084,1.15584,0.865007
1581,0.9858239846,1.04861,0.796271
1582,1.0299318629,1.09552,1.56955
1583,1.004732734,1.06872,1.68984
1584,1.0803489262,1.14914,1.05403
1585,1.1055574578,1.17595,0.933743
1586,0.954306268,1.01509,0.882191
1587,0.8849766943,0.941356,1.31179
1588,0.9732150174,1.0352,1.34616
1589,0.8786806731,0.93466,0.693168
1590,1.0236320807,1.08882,0.521328
1591,0.9732150174,1.0352,0.435408
1592,0.9984141464,1.062,1.1915
1593,0.954306268,1.01509,1.46645
1594,1.1622743033,1.23627,0.830639
1595,1.1055574578,1.17595,0.0401766
1596,1.2694176148,1.35022,1.13995
1597,1.9752376951,2.10088,2.46312
1598,1.527783908,1.625,1.86168
1599,1.3828513058,1.47086,1.48363
1600,1.3135254931,1.39713,1.39771
1601,1.2441902778,1.32339,1.55237
1602,1.1055574578,1.17595,1.60392
1603,1.067739959,1.13573,1.20869
1604,1.1269767175,1.19873,0.899375
1605,0.9984141464,1.062,1.05403
1606,0.8597747446,0.914553,0.830639
1607,0.7967599973,0.847535,1.05403
1608,1.1307565868,1.20275,0.985295
1609,1.0488406123,1.11563,0.916559
1610,1.004732734,1.06872,0.916559
1611,1.0362222425,1.10221,1.10558
1612,0.954306268,1.01509,1.39771
1613,1.3261344603,1.41054,0.950927
1614,1.4521583131,1.54457,1.36334
1615,1.389151088,1.47756,1.50081
1616,1.2063821817,1.28318,1.56955
1617,1.1811830527,1.25638,1.518
1618,1.2946167437,1.37702,1.17432
1619,1.3198158727,1.40382,1.26024
1620,1.2820077766,1.36361,1.6211
1621,1.3135254931,1.39713,1.79294
1622,1.2630990272,1.3435,1.50081
1623,1.1874734323,1.26307,0.985295
1624,1.067739959,1.13573,0.968111
1625,0.9669152352,1.0285,1.12277
1626,1.0110231135,1.07541,1.50081
1627,1.1055574578,1.17595,1.1915
1628,1.1496653362,1.22286,0.847823
1629,1.0929484907,1.16254,1.05403
1630,1.1433655539,1.21616,1.518
1631,1.5088845613,1.6049,1.82731
1632,1.5782103739,1.67863,1.39771
1633,1.2189911488,1.29659,0.830639
1634,1.3135254931,1.39713,0.744719
1635,1.4836760296,1.57809,1.48363
1636,1.502584779,1.5982,1.79294
1637,0.9921143642,1.0553,0.985295
1638,0.872384652,0.927964,0.710351
1639,0.840868816,0.894446,0.796271
1640,0.8912915208,0.948072,1.12277
1641,1.1118478374,1.18264,1.10558
1642,1.1811830527,1.25638,0.57288
1643,0.979505397,1.04189,0.57288
1644,0.9480064858,1.00839,0.607248
1645,1.2189911488,1.29659,1.0884
1646,1.2505088654,1.33011,1.1915
1647,1.2630990272,1.3435,1.12277
1648,1.2189911488,1.29659,0.899375
1649,1.1937920199,1.26979,1.05403
1650,1.2189911488,1.29659,1.41489
1651,1.2189911488,1.29659,1.17432
1652,1.0929484907,1.16254,0.865007
1653,0.9416973009,1.00168,0.847823
1654,0.9732150174,1.0352,0.641616
1655,0.9605966476,1.02178,1.24305
1656,0.8660707657,0.921249,0.744719
1657,1.067739959,1.13573,0.847823
1658,0.9480064858,1.00839,0.710351
1659,0.9227885515,0.98157,0.675984
1660,0.9164934706,0.974875,0.813455
1661,0.8912915208,0.948072,0.693168
1662,0.8030560185,0.854231,0.624432
1663,0.7274313639,0.773802,0.607248
1664,0.7463372925,0.793909,1.05403
1665,0.840868816,0.894446,1.03685
1666,0.8219619471,0.874338,0.57288
1667,0.7463372925,0.793909,-0.114479
1668,0.6833225453,0.726891,0.865007
1669,1.0299318629,1.09552,1.518
1670,1.2000823994,1.27648,1.518
1671,1.2883169615,1.37032,0.641616
1672,1.2189911488,1.29659,0.246384
1673,1.1685740856,1.24297,1.46645
1674,1.2883169615,1.37032,1.58673
1675,1.3513335892,1.43734,1.34616
1676,1.389151088,1.47756,0.607248
1677,1.2694176148,1.35022,0.212016
1678,1.4836760296,1.57809,2.03352
1679,2.214723447,2.35558,3.06456
1680,2.2966488241,2.44271,2.61777
1681,1.6916440649,1.79927,1.44926
1682,1.8050871586,1.91992,1.39771
1683,1.7672696598,1.8797,2.30846
1684,1.4269591841,1.51777,1.56955
1685,1.300916526,1.38372,1.1915
1686,1.2757079943,1.35691,1.01966
1687,0.9732150174,1.0352,1.13995
1688,1.2568086476,1.33681,1.48363
1689,1.4332589664,1.52447,1.63829
1690,1.61601847,1.71884,0.899375
1691,1.4710670625,1.56468,0.555696
1692,1.4773856501,1.5714,1.70702
1693,1.9752376951,2.10088,2.99582
1694,2.4037827329,2.55665,3.18484
1695,1.5404022778,1.63842,1.6211
1696,1.389151088,1.47756,1.24305
1697,1.3072257109,1.39043,1.43208
1698,1.2568086476,1.33681,1.75857
1699,1.4080504347,1.49766,1.58673
1700,1.4962849968,1.5915,1.29461
1701,1.3765421209,1.46415,1.24305
1702,1.2378998982,1.3167,1.46645
1703,1.1370751744,1.20947,1.518
1704,1.2127007693,1.2899,1.13995
1705,1.1811830527,1.25638,0.916559
1706,1.0929484907,1.16254,0.332304
1707,1.118166425,1.18936,1.81013
1708,1.2189911488,1.29659,2.11944
1709,1.527783908,1.625,1.32897
1710,1.5593016245,1.65852,0.899375
1711,1.4458679335,1.53788,1.1915
1712,1.6853536854,1.79258,2.29128
1713,1.6916440649,1.79927,1.81013
1714,1.5782103739,1.67863,1.12277
1715,1.5466926574,1.64511,0.950927
1716,1.5341024956,1.63172,1.518
1717,1.4647766829,1.55799,1.86168
1718,1.4647766829,1.55799,1.55237
1719,1.4458679335,1.53788,1.36334
1720,1.4080504347,1.49766,1.17432
1721,1.3513335892,1.43734,1.27742
1722,1.2694176148,1.35022,1.46645
1723,1.2757079943,1.35691,1.39771
1724,1.3324342425,1.41724,0.916559
1725,1.231600116,1.31,0.383856
1726,1.389151088,1.47756,1.70702
1727,1.7987873764,1.91322,2.20536
1728,1.7672696598,1.8797,1.44926
1729,1.5782103739,1.67863,1.15713
1730,1.5593016245,1.65852,1.36334
1731,1.9941464445,2.12099,1.99915
1732,2.372274419,2.52314,2.77243
1733,1.8870031331,2.00704,1.70702
1734,1.849195037,1.96683,1.58673
1735,1.7672696598,1.8797,1.41489
1736,1.6853536854,1.79258,1.87886
1737,1.6601263484,1.76575,1.86168
1738,1.7483703131,1.8596,1.55237
1739,1.4836760296,1.57809,1.44926
1740,1.4836760296,1.57809,1.39771
1741,1.4647766829,1.55799,1.6211
1742,1.4899758119,1.58479,1.518
1743,1.5341024956,1.63172,1.55237
1744,1.5214935284,1.61831,1.43208
1745,1.4710670625,1.56468,1.53518
1746,1.6790350978,1.78586,1.44926
1747,1.7861784092,1.89981,1.44926
1748,1.7735694421,1.8864,1.29461
1749,1.5341024956,1.63172,1.12277
1750,1.2757079943,1.35691,1.1915
1751,1.389151088,1.47756,1.1915
1752,1.4458679335,1.53788,1.13995
1753,1.1433655539,1.21616,1.03685
1754,1.0866487084,1.15584,0.933743
1755,1.0992576756,1.16925,0.865007
1756,1.2189911488,1.29659,0.916559
1757,1.3639425564,1.45075,0.968111
1758,1.3639425564,1.45075,0.847823
1759,1.3324342425,1.41724,1.24305
1760,1.4647766829,1.55799,1.70702
1761,1.5719105917,1.67193,1.82731
1762,1.6727447182,1.77917,1.20869
1763,1.5214935284,1.61831,0.830639
1764,1.4206688046,1.51108,1.55237
1765,1.7294615637,1.83949,2.34283
1766,1.9815374774,2.10758,2.3772
1767,1.8239865053,1.94002,0.950927
1768,1.5782103739,1.67863,0.452592
1769,1.553011245,1.65183,1.87886
1770,1.8870031331,2.00704,2.65214
1771,2.05086329,2.18131,1.75857
1772,1.6475361866,1.75236,0.796271
1773,1.5214935284,1.61831,0.641616
1774,1.5782103739,1.67863,1.89605
1775,1.9185208496,2.04056,2.30846
1776,1.849195037,1.96683,1.43208
1777,1.6349272194,1.73895,0.985295
1778,1.4332589664,1.52447,0.847823
1779,1.4899758119,1.58479,1.74139
1780,1.937429599,2.06067,2.0507
1781,1.7042624347,1.81269,1.93041
1782,1.5341024956,1.63172,1.56955
1783,1.1811830527,1.25638,1.1915
1784,1.4332589664,1.52447,1.65547
1785,1.4521583131,1.54457,1.46645
1786,1.5214935284,1.61831,1.29461
1787,1.2820077766,1.36361,0.916559
1788,1.4332589664,1.52447,1.31179
1789,1.8239865053,1.94002,1.99915
1790,1.9059118825,2.02715,2.03352
1791,1.7357519433,1.84618,1.96478
1792,1.5971191233,1.69874,1.34616
1793,1.3450432097,1.43065,1.518
1794,1.3198158727,1.40382,1.39771
1795,1.2757079943,1.35691,1.1915
1796,1.1937920199,1.26979,0.882191
1797,1.1559745211,1.22957,0.950927
1798,1.2000823994,1.27648,1.1915
1799,1.389151088,1.47756,1.15713
1800,1.3450432097,1.43065,1.15713
1801,1.3135254931,1.39713,1.15713
1802,1.1622743033,1.23627,1.01966
1803,1.3324342425,1.41724,1.41489
1804,1.6916440649,1.79927,1.87886
1805,1.5719105917,1.67193,1.10558
1806,1.4332589664,1.52447,0.847823
1807,1.4269591841,1.51777,0.933743
1808,1.4962849968,1.5915,1.70702
1809,1.6412270017,1.74565,1.68984
1810,1.4647766829,1.55799,1.13995
1811,1.414350217,1.50436,1.20869
1812,1.4017600552,1.49097,1.12277
1813,1.5971191233,1.69874,1.68984
1814,1.7924781915,1.90651,1.79294
1815,1.7168525966,1.82608,1.29461
1816,1.4458679335,1.53788,1.48363
1817,1.2820077766,1.36361,1.24305
1818,1.2127007693,1.2899,1.24305
1819,1.1622743033,1.23627,1.12277
1820,1.1622743033,1.23627,1.01966
1821,1.1118478374,1.18264,0.985295
1822,1.1055574578,1.17595,1.13995
1823,1.1433655539,1.21616,1.32897
1824,1.0992576756,1.16925,0.916559
1825,0.9164934706,0.974875,0.865007
1826,0.8534787234,0.907857,0.744719
1827,0.9164934706,0.974875,1.01966
1828,1.1244568046,1.19605,1.03685
1829,1.0488406123,1.11563,0.796271
1830,0.7022294141,0.746999,0.624432
1831,0.6896185664,0.733587,0.624432
1832,1.1559745211,1.22957,1.00248
1833,1.2063821817,1.28318,1.10558
1834,1.1244568046,1.19605,0.933743
1835,0.5667850362,0.60295,0.865007
1836,0.560489015,0.596254,0.968111
1837,0.7495511217,0.797327,1.01966
1838,0.4470525032,0.475611,0.865007
1839,0.5594114701,0.595108,0.452592
1840,0.9921143642,1.0553,0.865007
1841,1.1055574578,1.17595,1.00248
1842,0.929103378,0.988286,1.15713
1843,0.9353993992,0.994982,0.675984
1844,0.5720223178,0.60852,0.6588
1845,0.1508489656,0.16059,0.452592
1846,0.8440826452,0.897864,1.10558
1847,1.0331475727,1.09894,1.26024
1848,0.5352870652,0.569451,0.796271
1849,1.0110231135,1.07541,0.624432
1850,1.0173228958,1.08211,0.796271
1851,0.979505397,1.04189,1.27742
1852,1.0110231135,1.07541,1.26024
1853,1.2063821817,1.28318,0.813455
1854,0.9921143642,1.0553,-0.320687
1855,0.8219619471,0.874338,0.00580869
1856,0.8219619471,0.874338,1.12277
1857,1.004732734,1.06872,1.24305
1858,1.2000823994,1.27648,-0.114479
1859,0.8849766943,0.941356,-0.372239
1860,0.7778540687,0.827428,0.126096
1861,1.0488406123,1.11563,1.31179
1862,1.3072257109,1.39043,1.07121
1863,1.1370751744,1.20947,0.452592
1864,1.0110231135,1.07541,0.297936
1865,0.6161301962,0.65543,0.710351
1866,0.8125658689,0.864345,1.20869
1867,0.3147091225,0.33486,0.624432
1868,0.627663499,0.667696,0.31512
1869,0.7967599973,0.847535,0.14328
1870,0.840868816,0.894446,0.847823
1871,1.4773856501,1.5714,1.50081
1872,1.4962849968,1.5915,1.17432
1873,1.1811830527,1.25638,0.916559
1874,1.118166425,1.18936,0.761903
1875,1.1370751744,1.20947,1.15713
1876,1.3702423386,1.45745,1.518
1877,1.3576333715,1.44404,1.26024
1878,1.3387246221,1.42393,1.12277
1879,1.2000823994,1.27648,1.12277
1880,1.118166425,1.18936,1.1915
1881,1.2820077766,1.36361,1.15713
1882,1.0488406123,1.11563,0.830639
1883,0.6959145876,0.740283,0.710351
1884,0.6013830641,0.639746,0.538512
1885,0.7085254353,0.753695,0.761903
1886,1.0614495795,1.12904,0.761903
1887,0.9858239846,1.04861,0.830639
1888,0.8597747446,0.914553,0.744719
1889,0.8534787234,0.907857,0.504144
1890,1.0929484907,1.16254,0.968111
1891,1.2946167437,1.37702,1.05403
1892,1.2946167437,1.37702,1.1915
1893,1.2000823994,1.27648,1.15713
1894,1.1244568046,1.19605,1.13995
1895,1.2000823994,1.27648,1.22587
1896,1.1118478374,1.18264,0.847823
1897,1.0488406123,1.11563,0.865007
1898,0.9480064858,1.00839,0.830639
1899,0.9984141464,1.062,1.10558
1900,1.2378998982,1.3167,1.31179
1901,1.2000823994,1.27648,0.6588
1902,1.004732734,1.06872,0.590064
1903,0.840868816,0.894446,0.641616
1904,0.8786806731,0.93466,1.17432
1905,0.8975866017,0.954767,0.899375
1906,0.8786806731,0.93466,0.693168
1907,0.8912915208,0.948072,0.607248
1908,0.8219619471,0.874338,0.555696
1909,0.8597747446,0.914553,1.07121
1910,0.8786806731,0.93466,0.710351
1911,0.8345727948,0.88775,0.590064
1912,0.8219619471,0.874338,0.727535
1913,0.8345727948,0.88775,0.693168
1914,1.0236320807,1.08882,0.847823
1915,1.0299318629,1.09552,0.882191
1916,0.9164934706,0.974875,0.675984
1917,0.7526333137,0.800605,0.57288
1918,0.5572751858,0.592836,0.435408
1919,0.872384652,0.927964,1.05403
1920,0.8534787234,0.907857,0.435408
1921,0.7274313639,0.773802,0.349488
1922,0.7022294141,0.746999,0.31512
1923,0.7967599973,0.847535,0.641616
1924,0.9164934706,0.974875,0.796271
1925,0.9416973009,1.00168,0.744719
1926,0.8534787234,0.907857,0.6588
1927,0.6707126378,0.71348,0.641616
1928,0.7967599973,0.847535,0.761903
1929,0.8660707657,0.921249,0.847823
1930,0.9164934706,0.974875,0.607248
1931,0.7148205162,0.76039,0.641616
1932,0.7400412713,0.787213,0.641616
1933,0.8975866017,0.954767,1.05403
1934,0.8597747446,0.914553,0.779087
1935,0.8093520397,0.860927,0.57288
1936,0.7841500899,0.834124,0.31512
1937,0.7652432211,0.814016,0.830639
1938,0.7967599973,0.847535,1.0884
1939,0.840868816,0.894446,0.590064
1940,0.7904451708,0.840819,0.349488
1941,0.7526333137,0.800605,-0.148847
1942,0.7652432211,0.814016,0.882191
1943,0.8282579683,0.881034,0.882191
1944,0.872384652,0.927964,0.521328
1945,0.7652432211,0.814016,0.57288
1946,0.7715392422,0.820712,0.40104
1947,0.6833225453,0.726891,0.950927
1948,0.7463372925,0.793909,0.950927
1949,0.8282579683,0.881034,0.246384
1950,0.6896185664,0.733587,-0.423791
1951,0.6139939118,0.653158,-0.458159
1952,0.6959145876,0.740283,1.00248
1953,0.9480064858,1.00839,0.830639
1954,0.840868816,0.894446,-0.320687
1955,0.6013830641,0.639746,-0.50971
1956,0.4917273619,0.523124,-0.458159
1957,0.5950879832,0.633051,0.933743
1958,0.7463372925,0.793909,0.590064
1959,0.7942269207,0.844841,-0.0972951
1960,0.6196655964,0.65919,-0.664366
1961,0.6316333021,0.671918,0.538512
1962,0.7545241886,0.802616,0.882191
1963,0.8295245066,0.882381,0.48696
1964,0.7406656079,0.787877,0.57288
1965,0.7463372925,0.793909,0.40104
1966,0.752008977,0.799941,0.865007
1967,0.7564141233,0.804626,1.07121
1968,0.8610412829,0.9159,0.0917285
1969,0.767134096,0.816027,-0.526894
1970,0.6788985937,0.722186,-0.904942
1971,0.6940237127,0.738272,-0.0285592
1972,1.0979883165,1.1679,1.03685
1973,1.0652294488,1.13306,0.246384
1974,0.9278368397,0.986939,-0.0285592
1975,0.8427587506,0.896456,0.641616
1976,0.8559929947,0.910531,1.05403
1977,0.8938057921,0.950746,0.916559
1978,0.882462423,0.938682,0.607248
1979,0.7885552362,0.838809,-0.0629272
1980,0.7123062449,0.757716,0.349488
1981,0.9977935708,1.06134,1.27742
1982,1.2127007693,1.2899,0.933743
1983,1.0179622767,1.08279,0.452592
1984,0.723649614,0.76978,0.332304
1985,0.6518067093,0.693373,0.504144
1986,0.7715392422,0.820712,0.693168
1987,1.0488406123,1.11563,0.641616
1988,0.882462423,0.938682,0.641616
1989,0.7356173197,0.782508,0.521328
1990,0.8975866017,0.954767,0.6588
1991,1.0740397413,1.14243,0.796271
1992,1.0740397413,1.14243,0.675984
1993,0.8692272387,0.924606,0.675984
1994,0.8169145992,0.86897,0.727535
1995,0.930351111,0.989613,0.882191
1996,0.8975866017,0.954767,0.882191
1997,0.8276336317,0.88037,0.693168
1998,0.8137759913,0.865632,0.538512
1999,0.810618578,0.862274,0.521328
2000,0.7349939234,0.781845,0.607248
2001,0.6505392307,0.692025,0.297936
2002,0.400354192,0.425946,0.0573606
2003,0.2194780411,0.233579,-0.183215
2004,0.0713860511,0.0760789,-0.68155
