x,Forecast,Real
420,0.110626,-0.0285592
421,0.0586075,-0.0113753
422,-0.181488,0.0401766
423,-0.150706,-0.0972951
424,-0.113715,-0.303503
425,-0.0893389,-0.458159
426,-0.026132,-0.337871
427,-0.0689473,-0.320687
428,-0.268068,-0.320687
429,-0.430324,0.0917285
430,-0.469799,-0.492526
431,-0.321938,-0.389423
432,-0.449807,-0.733102
433,-0.371618,-0.166031
434,-0.12434,-0.217583
435,-0.380534,-0.303503
436,-0.407981,-0.423791
437,-0.603342,-0.526894
438,-0.275677,-0.440975
439,-0.270549,-0.389423
440,-0.358521,-0.492526
441,-0.348896,-0.561262
442,-0.448941,-0.819022
443,-0.33636,-0.269135
444,-0.336428,-1.11115
445,-0.484012,-1.43764
446,-0.690818,-1.38609
447,-0.744798,-1.54075
448,-0.362137,-0.956494
449,-0.776128,-1.30017
450,-0.906917,-1.36891
451,-1.12786,-1.57512
452,-0.961886,-1.02523
453,-0.910041,-0.801838
454,-0.990629,-0.784654
455,-1.00293,-0.612814
456,-1.05138,-0.68155
457,-0.892136,-0.561262
458,-0.768306,-0.355055
459,-0.733815,-0.200399
460,-0.384003,0.00580869
461,-0.497647,-0.269135
462,-0.304618,0.0917285
463,-0.253815,-0.0457432
464,-0.0756147,-0.286319
465,-0.0603553,-0.372239
466,-0.277312,-1.19707
467,-0.0838711,0.0917285
468,-0.0157643,-1.12833
469,-0.181511,-1.66104
470,-0.34601,-1.60948
471,-0.501592,-1.30017
472,-0.145356,-0.956494
473,-0.744947,-1.1627
474,-0.974317,-1.09397
475,-1.10586,-1.09397
476,-1.18191,-1.24862
477,-0.941459,-1.09397
478,-1.0065,-1.31736
479,-1.09488,-1.42046
480,-1.19227,-1.47201
481,-1.19433,-1.33454
482,-1.04774,-1.57512
483,-1.30627,-1.45483
484,-1.31699,-1.54075
485,-1.36914,-1.57512
486,-1.27062,-1.4892
487,-1.32438,-1.57512
488,-1.44408,-1.60948
489,-1.4084,-1.62667
490,-1.46456,-1.85006
491,-1.41972,-1.57512
492,-1.48675,-1.57512
493,-1.52202,-1.66104
494,-1.54262,-1.60948
495,-1.6309,-1.90161
496,-1.5568,-1.72977
497,-1.64181,-1.9188
498,-1.54039,-2.36558
499,-1.44413,-2.05627
500,-1.70361,-2.07345
501,-1.8233,-2.10782
502,-1.7954,-2.10782
503,-1.69705,-2.00472
504,-1.62727,-1.64385
505,-1.66697,-1.4892
506,-1.47122,-1.45483
507,-1.5771,-1.55793
508,-1.54765,-1.66104
509,-1.60121,-1.66104
510,-1.38791,-1.31736
511,-1.39453,-1.23144
512,-1.49146,-1.36891
513,-1.67365,-1.31736
514,-1.45756,-1.28299
515,-1.2839,-1.00805
516,-1.22206,-0.922126
517,-1.36568,-0.76747
518,-1.33003,-0.750286
519,-1.20272,-0.870574
520,-0.932327,-0.526894
521,-0.969666,-0.973678
522,-0.740223,-0.750286
523,-0.678415,-0.836206
524,-0.631409,-0.990862
525,-0.65553,-0.85339
526,-0.738675,-0.664366
527,-0.77075,-0.76747
528,-0.947688,-0.76747
529,-1.00716,-0.922126
530,-0.78944,-1.17989
531,-0.711703,-1.14552
532,-0.546325,-1.17989
533,-0.702004,-1.21425
534,-0.806533,-1.07678
535,-0.887437,-1.07678
536,-0.813105,-1.14552
537,-1.11045,-0.956494
538,-1.0396,-0.784654
539,-1.0174,-0.423791
540,-1.10338,-0.50971
541,-1.19099,-0.68155
542,-1.00574,-0.664366
543,-0.679753,-0.801838
544,-0.484459,-0.68155
545,-0.534921,-0.973678
546,-0.749142,-0.904942
547,-0.711586,-0.68155
548,-0.788383,-0.698734
549,-0.694728,-0.372239
550,-0.602047,-0.819022
551,-0.642386,-0.664366
552,-0.692022,-0.526894
553,-0.667305,-0.68155
554,-0.448138,-0.784654
555,-0.728155,-0.801838
556,-0.567279,-0.801838
557,-0.556326,-1.12833
558,-0.698994,-0.956494
559,-0.887941,-0.904942
560,-0.726208,-0.904942
561,-0.863275,-1.02523
562,-1.07409,-0.76747
563,-0.964622,-0.629998
564,-0.960555,-0.784654
565,-0.96722,-0.750286
566,-0.986851,-0.750286
567,-0.750021,-0.750286
568,-0.658445,-0.784654
569,-0.735503,-0.715918
570,-0.841704,-0.76747
571,-0.872914,-0.836206
572,-0.776629,-1.00805
573,-0.830221,-1.04241
574,-0.728491,-0.50971
575,-0.731793,-0.492526
576,-0.866628,-0.458159
577,-1.05008,-0.337871
578,-0.650428,-0.320687
579,-0.42979,-0.166031
580,-0.447966,-0.166031
581,-0.455416,-0.320687
582,-0.365154,-0.337871
583,-0.301263,-0.423791
584,-0.212891,-0.561262
585,-0.29429,-0.492526
586,-0.421915,-0.887758
587,-0.459487,-0.561262
588,-0.668406,-0.664366
589,-0.510474,-0.85339
590,-0.490272,-0.715918
591,-0.754145,-0.629998
592,-0.79271,-0.561262
593,-0.493247,-0.578446
594,-0.482276,-0.355055
595,-0.637703,-0.389423
596,-0.525385,-0.269135
597,-0.611271,-0.355055
598,-0.5099,-0.337871
599,-0.452255,-0.269135
600,-0.330617,-0.286319
601,-0.322288,-0.303503
602,-0.386502,-0.234767
603,-0.323264,-0.337871
604,-0.374376,-0.320687
605,-0.331505,-0.337871
606,-0.397575,-0.355055
607,-0.354785,-0.561262
608,-0.366056,-0.578446
609,-0.44545,-0.544078
610,-0.434076,-0.68155
611,-0.533531,-1.12833
612,-0.52244,-1.4892
613,-0.621861,-1.57512
614,-0.700758,-1.95316
615,-0.696358,-1.78132
616,-1.12682,-0.956494
617,-1.5384,-1.19707
618,-1.54792,-1.5923
619,-1.89319,-1.66104
620,-1.6097,-1.85006
621,-1.14248,-1.55793
622,-1.27451,-2.0219
623,-1.54885,-1.74696
624,-1.48247,-1.64385
625,-1.54793,-1.60948
626,-1.65938,-1.50638
627,-1.7715,-0.956494
628,-1.72049,-1.19707
629,-1.55232,-1.54075
630,-1.59818,-1.4892
631,-1.30483,-1.28299
632,-0.877108,-0.819022
633,-1.01213,-0.85339
634,-1.50853,-0.819022
635,-1.46099,-0.76747
636,-0.957294,-0.990862
637,-0.779873,-0.750286
638,-0.837694,-0.801838
639,-0.804902,-0.664366
640,-0.740721,-0.578446
641,-0.801906,-0.801838
642,-0.719977,-0.698734
643,-0.722618,-0.85339
644,-0.725371,-0.836206
645,-0.753209,-0.85339
646,-0.960884,-0.922126
647,-0.735324,-0.819022
648,-0.892168,-0.561262
649,-0.988784,-0.440975
650,-0.927216,-0.578446
651,-0.937966,-0.59563
652,-0.709257,-0.578446
653,-0.405769,-0.647182
654,-0.496609,-0.698734
655,-0.532088,-0.85339
656,-0.571367,-0.784654
657,-0.553846,-0.836206
658,-0.626275,-0.956494
659,-0.676969,-0.750286
660,-0.934083,-0.870574
661,-0.923718,-0.801838
662,-0.852557,-0.733102
663,-0.907978,-0.819022
664,-0.713228,-0.715918
665,-0.831961,-0.836206
666,-0.786719,-0.956494
667,-0.813613,-1.0596
668,-0.828695,-1.09397
669,-0.768957,-1.0596
670,-0.903042,-1.19707
671,-1.11706,-1.02523
672,-1.13994,-0.784654
673,-1.14663,-0.76747
674,-1.07284,-0.750286
675,-1.28378,-0.801838
676,-0.609626,-0.973678
677,-0.930376,-0.887758
678,-0.834814,-0.59563
679,-0.813407,-0.715918
680,-0.924171,-0.664366
681,-0.959735,-0.664366
682,-0.779375,-0.59563
683,-0.598917,-0.389423
684,-0.840702,-0.423791
685,-0.791526,-0.715918
686,-0.795496,-0.372239
687,-0.550899,-0.183215
688,-0.454098,-0.269135
689,-0.495385,-0.561262
690,-0.6938,-0.750286
691,-0.331829,-0.750286
692,-0.225635,-0.784654
693,-0.424153,-0.664366
694,-0.610526,-0.647182
695,-0.623797,-0.612814
696,-0.708819,-0.612814
697,-0.821022,-0.544078
698,-0.616986,-0.389423
699,-0.573221,-0.458159
700,-0.678109,-0.68155
701,-0.60426,-0.440975
702,-0.590254,-0.423791
703,-0.442248,-0.68155
704,-0.542742,-0.698734
705,-0.670195,-0.836206
706,-0.511143,-1.19707
707,-0.461856,-0.819022
708,-0.811469,-0.990862
709,-1.09158,-1.04241
710,-0.947022,-1.11115
711,-1.11937,-0.904942
712,-0.874705,-0.440975
713,-1.04303,-0.647182
714,-1.01444,-0.50971
715,-0.978586,-0.612814
716,-0.678521,-0.647182
717,-0.525422,-0.664366
718,-0.741656,-0.801838
719,-0.684835,-0.956494
720,-0.639516,-0.922126
721,-0.700525,-0.973678
722,-0.711566,-0.887758
723,-0.814647,-1.00805
724,-1.08541,-1.12833
725,-0.870885,-1.14552
726,-1.035,-1.14552
727,-0.882813,-1.24862
728,-1.02383,-1.1627
729,-1.05454,-1.23144
730,-1.09227,-1.47201
731,-1.19345,-1.40328
732,-1.25045,-1.38609
733,-1.13412,-1.4892
734,-1.31036,-1.52356
735,-1.44775,-1.52356
736,-1.36575,-1.43764
737,-1.35269,-1.47201
738,-1.45261,-1.33454
739,-1.42289,-1.42046
740,-1.3426,-1.4892
741,-1.2045,-1.62667
742,-1.46698,-1.6954
743,-1.38847,-1.97035
744,-1.49234,-2.15937
745,-1.40535,-1.85006
746,-1.55483,-1.54075
747,-1.63735,-2.00472
748,-1.74619,-1.95316
749,-1.70285,-2.14219
750,-1.49301,-1.85006
751,-1.50086,-1.54075
752,-1.74829,-1.97035
753,-1.75669,-1.55793
754,-1.83796,-1.55793
755,-1.51238,-1.04241
756,-1.51624,-1.0596
757,-1.70688,-1.11115
758,-1.52014,-1.33454
759,-1.23845,-1.04241
760,-0.885312,-0.76747
761,-1.18167,-0.887758
762,-1.17889,-1.12833
763,-1.12083,-1.07678
764,-1.06271,-1.12833
765,-0.94125,-0.887758
766,-0.998057,-0.990862
767,-1.28649,-1.04241
768,-1.11411,-0.956494
769,-1.07762,-0.887758
770,-0.925262,-0.904942
771,-1.04279,-1.07678
772,-1.05595,-0.956494
773,-1.02577,-0.922126
774,-0.898766,-0.93931
775,-0.877036,-0.956494
776,-1.05877,-1.12833
777,-1.08248,-1.11115
778,-0.998038,-1.30017
779,-0.973355,-1.42046
780,-1.04854,-1.64385
781,-1.29673,-1.64385
782,-1.18879,-1.5923
783,-1.50218,-1.54075
784,-1.48794,-1.17989
785,-1.45824,-1.52356
786,-1.41134,-1.62667
787,-1.45377,-1.64385
788,-1.4076,-1.5923
789,-1.34099,-1.55793
790,-1.86278,-2.31403
791,-1.38759,-2.00472
792,-1.44409,-1.97035
793,-1.42964,-1.52356
794,-1.57629,-1.1627
795,-1.39981,-1.21425
796,-1.28156,-1.19707
797,-1.45841,-1.19707
798,-1.13469,-1.09397
799,-1.15918,-1.40328
800,-1.22285,-1.45483
801,-1.17868,-1.50638
802,-1.32642,-1.78132
803,-1.16486,-1.66104
804,-1.26804,-1.55793
805,-1.51248,-1.85006
806,-1.52232,-1.95316
807,-1.60789,-1.98753
808,-1.63125,-1.66104
809,-1.69097,-1.62667
810,-1.74288,-1.5923
811,-1.89467,-1.81569
812,-1.80663,-1.55793
813,-1.5729,-1.4892
814,-1.55269,-1.76414
815,-1.46802,-1.98753
816,-1.71013,-2.10782
817,-1.506,-1.93598
818,-1.46288,-1.55793
819,-1.8137,-1.66104
820,-1.62951,-1.19707
821,-1.47839,-1.12833
822,-1.41266,-0.973678
823,-1.34923,-0.887758
824,-1.45605,-1.04241
825,-1.16447,-1.14552
826,-1.13537,-1.40328
827,-1.03691,-0.973678
828,-0.959005,-1.0596
829,-1.04919,-0.990862
830,-1.22761,-0.870574
831,-1.24528,-0.904942
832,-0.892561,-0.801838
833,-1.05184,-0.836206
834,-0.963218,-0.887758
835,-0.98308,-0.85339
836,-0.929896,-0.836206
837,-0.832765,-0.750286
838,-0.916643,-1.02523
839,-0.937687,-0.93931
840,-0.911845,-0.990862
841,-0.856837,-0.904942
842,-0.78227,-1.0596
843,-1.09938,-1.14552
844,-1.02532,-1.1627
845,-1.00179,-1.28299
846,-0.932487,-1.21425
847,-1.1166,-1.33454
848,-1.16769,-1.40328
849,-1.20183,-1.24862
850,-1.2755,-1.4892
851,-1.20031,-1.35172
852,-1.37305,-1.4892
853,-1.4364,-1.67822
854,-1.25767,-1.52356
855,-1.50745,-1.5923
856,-1.31658,-0.990862
857,-1.34649,-1.52356
858,-1.4041,-1.50638
859,-1.28832,-1.35172
860,-1.36827,-1.14552
861,-1.00675,-1.00805
862,-1.29439,-1.35172
863,-1.44755,-1.52356
864,-1.38999,-1.50638
865,-1.16137,-1.40328
866,-0.904175,-1.19707
867,-1.3678,-1.5923
868,-1.4392,-1.62667
869,-1.47837,-1.79851
870,-1.3353,-0.990862
871,-1.19366,-0.990862
872,-1.3884,-1.17989
873,-1.512,-1.17989
874,-1.34284,-1.19707
875,-0.960679,-0.887758
876,-1.29202,-0.887758
877,-1.213,-1.07678
878,-1.22369,-1.19707
879,-1.30891,-1.26581
880,-0.85215,-0.922126
881,-0.984675,-1.0596
882,-1.1942,-1.07678
883,-1.18383,-1.24862
884,-1.18737,-1.30017
885,-0.821122,-0.887758
886,-1.02927,-0.990862
887,-1.09243,-1.12833
888,-1.23525,-1.14552
889,-1.18037,-1.60948
890,-0.95128,-1.26581
891,-1.0261,-1.26581
892,-1.17041,-1.36891
893,-1.2849,-1.21425
894,-1.35586,-0.85339
895,-1.23302,-0.956494
896,-1.20643,-1.21425
897,-1.39399,-1.12833
898,-1.239,-1.31736
899,-0.826564,-0.750286
900,-0.946894,-0.956494
901,-1.1368,-0.990862
902,-1.15658,-0.990862
903,-1.10197,-1.0596
904,-0.834871,-0.68155
905,-0.920774,-0.870574
906,-1.01503,-0.956494
907,-1.04454,-1.09397
908,-0.977917,-0.990862
909,-0.732095,-0.819022
910,-0.912137,-1.17989
911,-0.967293,-1.11115
912,-1.12501,-1.12833
913,-0.959405,-0.870574
914,-1.05846,-0.492526
915,-1.20348,-0.629998
916,-1.1928,-0.887758
917,-1.16278,-0.973678
918,-0.694651,-0.733102
919,-0.485739,-0.870574
920,-0.693354,-1.07678
921,-0.992269,-1.19707
922,-1.06571,-1.12833
923,-0.750457,-0.698734
924,-0.968952,-0.76747
925,-1.21347,-0.76747
926,-1.32138,-0.973678
927,-1.15412,-0.904942
928,-0.600286,-0.423791
929,-0.808707,-0.715918
930,-0.857863,-0.801838
931,-0.842042,-0.904942
932,-0.852193,-0.93931
933,-0.552789,-0.629998
934,-0.760828,-0.956494
935,-0.766609,-0.990862
936,-1.00173,-0.922126
937,-0.927117,-0.750286
938,-0.740879,-0.922126
939,-0.979711,-1.19707
940,-1.07898,-1.09397
941,-0.957728,-1.00805
942,-0.711176,-0.612814
943,-1.19315,-0.870574
944,-1.31085,-1.02523
945,-1.10611,-0.973678
946,-1.00929,-0.973678
947,-0.571063,-0.750286
948,-0.899578,-0.836206
949,-1.08516,-0.870574
950,-1.0249,-0.819022
951,-0.978196,-0.715918
952,-0.716959,-0.526894
953,-0.855655,-0.733102
954,-0.930851,-0.733102
955,-0.871188,-0.836206
956,-0.758701,-0.715918
957,-0.561933,-0.320687
958,-0.733525,-0.526894
959,-0.689785,-0.544078
960,-0.851085,-0.664366
961,-0.625034,-0.337871
962,-0.181607,-0.286319
963,-0.563757,-0.629998
964,-0.548029,-0.76747
965,-0.732362,-0.93931
966,-0.248485,-0.440975
967,-0.399986,-0.423791
968,-0.747872,-0.458159
969,-0.852857,-0.561262
970,-0.95246,-0.715918
971,-0.511708,-0.303503
972,-0.573173,-0.698734
973,-0.551107,-0.819022
974,-0.561899,-0.85339
975,-0.72719,-0.68155
976,-0.337665,-0.389423
977,-0.728301,-0.904942
978,-0.882781,-1.12833
979,-0.895274,-1.36891
980,-0.682937,-0.629998
981,-0.347524,0.00580869
982,-0.950958,-1.11115
983,-1.2277,-1.67822
984,-1.31638,-1.81569
985,-0.721908,-1.09397
986,0.0202309,-0.750286
987,-1.14524,-1.17989
988,-1.42979,-1.36891
989,-1.57815,-1.42046
990,-0.80238,-0.870574
991,-0.698448,-0.629998
992,-1.16033,-0.956494
993,-1.34509,-0.990862
994,-1.30438,-1.00805
995,-0.795146,-0.629998
996,-0.613807,-0.68155
997,-1.07163,-0.784654
998,-1.08954,-0.990862
999,-1.01125,-0.76747
1000,-0.581653,0.00580869
1001,-0.70177,-0.303503
1002,-0.812631,-0.423791
1003,-1.04444,-0.887758
1004,-0.748631,-0.320687
1005,0.018606,0.624432
1006,-0.348954,-0.458159
1007,-0.547438,-0.904942
1008,-0.930173,-0.973678
1009,-0.166914,0.126096
1010,0.523393,0.108913
1011,-0.476561,-0.458159
1012,-0.783162,-0.904942
1013,-0.922965,-1.31736
1014,0.128532,0.280752
1015,-0.0147579,-0.148847
1016,-0.44971,-0.836206
1017,-0.838201,-1.09397
1018,-0.991675,-1.02523
1019,-0.00425359,-0.715918
1020,-0.291389,-0.870574
1021,-0.937727,-0.93931
1022,-1.02655,-0.956494
1023,-1.02945,-0.647182
1024,-0.690575,-0.76747
1025,-0.826547,-1.09397
1026,-0.818167,-1.24862
1027,-0.972652,-1.66104
1028,-0.858841,-1.31736
1029,-0.887322,-0.93931
1030,-1.26601,-1.57512
1031,-1.41109,-1.11115
1032,-1.6118,-1.07678
1033,-1.22198,-0.647182
1034,-0.953311,-0.784654
1035,-1.39915,-0.76747
1036,-1.21393,-0.956494
1037,-0.915983,-0.801838
1038,-0.550249,-0.59563
1039,-0.707158,-0.423791
1040,-0.76688,-0.647182
1041,-0.932413,-0.956494
1042,-0.824577,-0.887758
1043,-0.462854,-0.561262
